name,bus,p_mw,vm_pu,sn_mva,min_q_mvar,max_q_mvar,scaling,slack,in_service,slack_weight,type,controllable,max_p_mw,min_p_mw
,3633,412.0,1.058312,,-88.2,217.44,1.0,False,True,0.0,,True,500.0,166.67000000000002
,3634,78.2,1.027369,,-41.44,22.56,1.0,False,True,0.0,,True,82.11,0.0
,3637,214.1,1.027553,,-109.03,153.73,1.0,False,True,0.0,,True,335.58,0.0
,3643,16.4,1.01566,,-21.22,22.35,1.0,False,True,0.0,,True,66.09,0.0
,3655,-26.2,1.062208,,-33.32,116.07000000000001,1.0,False,True,0.0,,True,100.0,-34.93
,3658,1097.4,1.057396,,-282.01,943.64,1.0,False,True,0.0,,True,2000.0,666.67
,3659,-128.54,1.032448,,-48.53,35.56,1.0,False,True,0.0,,True,100.0,-171.38
,3660,861.2,1.055245,,-172.05,441.04,1.0,False,True,0.0,,True,1000.0,333.33
,3672,424.5,1.011536,,-110.43,257.61,1.0,False,True,0.0,,True,600.0,200.0
,3688,5.2,1.029361,,-1.05,2.18,1.0,False,True,0.0,,True,6.2,0.0
,3690,239.6,1.030004,,-49.89,133.84,1.0,False,True,0.0,,True,300.0,100.0
,3691,164.4,1.024383,,-77.84,180.11,1.0,False,True,0.0,,True,420.0,0.0
,3695,662.8000000000001,1.041264,,-135.7,354.58,1.0,False,True,0.0,,True,800.0,266.67
,3697,-12.58,1.039409,,-13.47,36.34,1.0,False,True,0.0,,True,100.0,-16.78
,3710,40.4,0.999169,,-11.38,38.36,1.0,False,True,0.0,,True,80.0,0.0
,3719,-75.4,1.050724,,-6.49,18.4,1.0,False,True,0.0,,True,100.0,-100.53
,3722,1146.3,1.048349,,-221.73000000000002,514.15,1.0,False,True,0.0,,True,1200.0,400.0
,3723,94.9,1.020045,,-18.47,42.94,1.0,False,True,0.0,,True,100.0,0.0
,3738,34.1,1.035011,,-10.9,38.9,1.0,False,True,0.0,,True,80.0,0.0
,3740,854.7,1.029075,,-187.16,548.57,1.0,False,True,0.0,,True,1200.0,400.0
,3742,-41.48,1.026432,,-8.4,28.38,1.0,False,True,0.0,,True,100.0,-55.31
,3745,10.66,1.035948,,-11.72,38.06,1.0,False,True,0.0,,True,80.0,0.0
,3749,169.92000000000002,1.066155,,-51.7,148.02,1.0,False,True,0.0,,True,320.0,0.0
,3752,572.4,1.055722,,-112.33,255.79,1.0,False,True,0.0,,True,600.0,200.0
,3754,-141.70000000000002,0.993935,,-42.82,32.42,1.0,False,True,0.0,,True,100.0,-188.93
,3758,147.6,1.031969,,-32.27,90.31,1.0,False,True,0.0,,True,200.0,0.0
,3765,16.7,1.0335,,-37.75,32.06,1.0,False,True,0.0,,True,66.78,0.0
,3768,162.4,1.021894,,-37.12,110.34,1.0,False,True,0.0,,True,240.0,0.0
,3781,-126.9,1.02915,,-7.18,17.76,1.0,False,True,0.0,,True,100.0,-169.20000000000002
,3790,90.60000000000001,0.995335,,-19.97,54.7,1.0,False,True,0.0,,True,120.0,0.0
,3791,85.4,1.052349,,-41.25,108.06,1.0,False,True,0.0,,True,240.0,0.0
,3796,-204.20000000000002,1.060935,,-14.37,35.41,1.0,False,True,0.0,,True,100.0,-272.27
,3799,71.9,1.036528,,-48.46,35.4,1.0,False,True,0.0,,True,76.97,0.0
,3807,615.0,1.073884,,-146.12,467.02,1.0,False,True,0.0,,True,1000.0,333.33
,3808,257.0,1.081564,,-116.73,313.01,1.0,False,True,0.0,,True,700.0,233.33
,3809,89.60000000000001,1.038535,,-27.36,94.81,1.0,False,True,0.0,,True,200.0,66.67
,3820,292.0,1.022257,,-79.17,165.76,1.0,False,True,0.0,,True,400.0,133.33
,3824,837.3000000000001,1.024468,,-163.4,388.17,1.0,False,True,0.0,,True,900.0,300.0
,3839,-22.95,1.027073,,-35.42,36.29,1.0,False,True,0.0,,True,100.0,-30.6
,3840,143.4,1.03976,,-30.85,79.52,1.0,False,True,0.0,,True,180.0,0.0
,3849,239.6,1.039563,,-59.55,185.19,1.0,False,True,0.0,,True,400.0,133.33
,3850,-41.48,1.022667,,-8.55,28.23,1.0,False,True,0.0,,True,100.0,-55.31
,3852,287.0,1.080197,,-62.54,182.73,1.0,False,True,0.0,,True,400.0,133.33
,3868,855.6,1.028967,,-172.14000000000001,440.69,1.0,False,True,0.0,,True,1000.0,333.33
,3869,134.4,1.023622,,-135.09,85.5,1.0,False,True,0.0,,True,154.56,0.0
,3875,-25.1,1.04066,,-15.52,34.27,1.0,False,True,0.0,,True,100.0,-33.47
,3878,140.69,1.042235,,-28.68,71.02,1.0,False,True,0.0,,True,160.0,0.0
,3887,70.2,1.064956,,-17.84,56.84,1.0,False,True,0.0,,True,120.0,0.0
,3899,99.60000000000001,1.061016,,-20.65,54.19,1.0,False,True,0.0,,True,120.0,0.0
,3906,319.6,1.025805,,-110.07000000000001,152.36,1.0,False,True,0.0,,True,360.0,120.0
,3907,4.69,0.982046,,-2.02,4.25,1.0,False,True,0.0,,True,10.08,0.0
,3909,362.0,1.069291,,-71.4,173.84,1.0,False,True,0.0,,True,400.0,133.33
,3915,-21.27,1.039177,,-11.77,38.02,1.0,False,True,0.0,,True,100.0,-28.37
,3919,349.3,1.064621,,-69.73,175.53,1.0,False,True,0.0,,True,400.0,133.33
,3921,571.2,1.07194,,-112.06,256.11,1.0,False,True,0.0,,True,600.0,200.0
,3937,-43.8,1.049226,,-11.45,25.39,1.0,False,True,0.0,,True,100.0,-58.4
,3939,660.6,1.018221,,-161.53,450.57,1.0,False,True,0.0,,True,1000.0,333.33
,3947,-23.68,1.03639,,-10.52,26.31,1.0,False,True,0.0,,True,100.0,-31.58
,3948,124.0,1.052164,,-30.35,94.12,1.0,False,True,0.0,,True,200.0,0.0
,3950,-27.1,1.03485,,-127.56,126.16,1.0,False,True,0.0,,True,100.0,-36.13
,3957,79.2,1.034533,,-18.4,55.3,1.0,False,True,0.0,,True,120.0,0.0
,3958,56.4,1.052799,,-28.58,20.0,1.0,False,True,0.0,,True,59.25,0.0
,3962,207.0,1.020596,,-68.41,177.09,1.0,False,True,0.0,,True,400.0,133.33
,3970,-134.5,1.053061,,-19.09,55.67,1.0,False,True,0.0,,True,100.0,-179.33
,3978,304.0,1.027309,,-206.8,120.7,1.0,False,True,0.0,,True,319.2,0.0
,3982,229.9,1.014828,,-48.75,134.98,1.0,False,True,0.0,,True,300.0,100.0
,3986,44.6,1.019043,,-11.72,38.05,1.0,False,True,0.0,,True,80.0,0.0
,3990,-210.89000000000001,1.035055,,-12.22,37.63,1.0,False,True,0.0,,True,100.0,-281.19
,3995,-121.2,1.034652,,-6.31,18.62,1.0,False,True,0.0,,True,100.0,-161.6
,4008,66.47,1.043192,,-19.8,54.88,1.0,False,True,0.0,,True,120.0,0.0
,4011,46.0,1.04188,,-11.87,37.87,1.0,False,True,0.0,,True,80.0,0.0
,4015,109.2,1.022786,,-22.44,52.25,1.0,False,True,0.0,,True,120.0,0.0
,4023,89.5,1.029565,,-27.44,97.07000000000001,1.0,False,True,0.0,,True,200.0,0.0
,4025,399.3,1.05562,,-83.7,223.07,1.0,False,True,0.0,,True,500.0,166.67000000000002
,4027,-63.7,1.022221,,-6.51,18.44,1.0,False,True,0.0,,True,100.0,-84.94
,4045,323.1,1.071125,,-66.57000000000001,178.68,1.0,False,True,0.0,,True,400.0,133.33
,4051,68.2,1.059535,,-14.12,35.73,1.0,False,True,0.0,,True,80.0,0.0
,4055,-76.9,1.038451,,-11.77,38.05,1.0,False,True,0.0,,True,100.0,-102.53
,4070,100.0,1.026598,,-50.47,38.72,1.0,False,True,0.0,,True,105.0,0.0
,4074,79.60000000000001,1.033829,,-18.48,55.21,1.0,False,True,0.0,,True,120.0,0.0
,4075,162.8,1.042958,,-34.08,88.51,1.0,False,True,0.0,,True,200.0,66.67
,4083,366.1,1.053107,,-103.74000000000001,264.94,1.0,False,True,0.0,,True,600.0,0.0
,4084,188.0,1.028863,,-36.92,85.83,1.0,False,True,0.0,,True,200.0,0.0
,4089,-107.2,1.010258,,-58.85,38.67,1.0,False,True,0.0,,True,100.0,-142.93
,4093,165.20000000000002,1.026088,,-82.75,223.91,1.0,False,True,0.0,,True,400.0,100.0
,4105,57.0,1.022601,,-36.62,30.6,1.0,False,True,0.0,,True,64.26,0.0
,4117,41.0,1.025736,,-11.4,38.37,1.0,False,True,0.0,,True,80.0,0.0
,4121,216.0,1.016568,,-49.12,134.14000000000001,1.0,False,True,0.0,,True,300.0,0.0
,4124,59.6,1.002666,,-13.0,36.89,1.0,False,True,0.0,,True,80.0,0.0
,4127,67.5,1.027647,,-17.63,57.03,1.0,False,True,0.0,,True,120.0,0.0
,4130,229.26,1.034065,,-60.96,184.19,1.0,False,True,0.0,,True,400.0,133.33
,4162,191.97,1.047216,,-56.82,188.07,1.0,False,True,0.0,,True,400.0,133.33
,4171,26.2,1.02637,,-6.28,18.58,1.0,False,True,0.0,,True,40.0,0.0
,4174,1530.2,1.078047,,-321.61,904.6700000000001,1.0,False,True,0.0,,True,2000.0,666.67
,4177,514.6,1.031771,,-103.61,264.0,1.0,False,True,0.0,,True,600.0,200.0
,4178,95.10000000000001,1.010218,,-20.21,54.59,1.0,False,True,0.0,,True,120.0,0.0
,4181,710.7,1.011247,,-146.06,344.90000000000003,1.0,False,True,0.0,,True,800.0,266.67
,4182,-2.55,1.031152,,-11.43,38.27,1.0,False,True,0.0,,True,100.0,-3.4
,4191,767.4,1.076318,,-154.99,396.38,1.0,False,True,0.0,,True,900.0,300.0
,4194,-488.90000000000003,1.076653,,-147.31,465.42,1.0,False,True,0.0,,True,100.0,-651.87
,4197,87.5,1.01015,,-56.21,64.15,1.0,False,True,0.0,,True,91.83,0.0
,4199,260.1,1.016165,,-52.45,131.25,1.0,False,True,0.0,,True,300.0,100.0
,4203,-48.16,1.014828,,-0.85,1.83,1.0,False,True,0.0,,True,100.0,-64.21
,4206,423.93,1.009702,,-118.66,373.46,1.0,False,True,0.0,,True,800.0,200.0
,4209,141.89000000000001,1.031932,,-28.24,71.61,1.0,False,True,0.0,,True,160.0,0.0
,4210,16.0,1.042563,,-5.36,19.55,1.0,False,True,0.0,,True,40.0,0.0
,4220,110.4,1.036578,,-76.5,72.12,1.0,False,True,0.0,,True,203.75,0.0
,4227,-73.10000000000001,1.060932,,-13.63,47.62,1.0,False,True,0.0,,True,100.0,-97.47
,4243,354.7,1.039687,,-135.04,354.48,1.0,False,True,0.0,,True,800.0,266.67
,4258,28.0,1.01039,,-6.45,18.41,1.0,False,True,0.0,,True,40.0,0.0
,4277,153.8,1.038839,,-136.31,75.89,1.0,False,True,0.0,,True,167.36,0.0
,4278,515.39,1.01498,,-106.39,261.6,1.0,False,True,0.0,,True,600.0,200.0
,4290,251.0,1.019753,,-61.88,196.08,1.0,False,True,0.0,,True,420.0,0.0
,4295,33.5,1.040271,,-6.93,18.02,1.0,False,True,0.0,,True,40.0,0.0
,4321,108.74000000000001,1.055269,,-41.97,141.75,1.0,False,True,0.0,,True,300.0,100.0
,4322,212.8,1.038456,,-49.47,149.98,1.0,False,True,0.0,,True,320.0,0.0
,4329,1176.0,1.049093,,-256.99,723.46,1.0,False,True,0.0,,True,1600.0,533.33
,4330,60.2,1.029918,,-13.12,36.73,1.0,False,True,0.0,,True,80.0,0.0
,4332,152.4,0.997274,,-31.46,79.10000000000001,1.0,False,True,0.0,,True,180.0,0.0
,4333,73.3,1.057462,,-16.17,45.09,1.0,False,True,0.0,,True,100.0,0.0
,4336,490.5,1.026934,,-158.19,576.78,1.0,False,True,0.0,,True,1200.0,400.0
,4337,-52.5,1.021243,,-7.97,16.93,1.0,False,True,0.0,,True,100.0,-70.0
,4349,167.0,1.028107,,-35.06,87.37,1.0,False,True,0.0,,True,200.0,0.0
,4374,59.2,1.045136,,-12.95,36.93,1.0,False,True,0.0,,True,80.0,0.0
,4375,273.6,1.018032,,-54.38,129.29,1.0,False,True,0.0,,True,300.0,100.0
,4392,115.36,1.061357,,-41.87,142.0,1.0,False,True,0.0,,True,300.0,100.0
,4394,-129.1,1.036974,,-11.33,38.48,1.0,False,True,0.0,,True,100.0,-172.13
,4395,147.6,1.08226,,-41.02,142.82,1.0,False,True,0.0,,True,300.0,100.0
,4397,236.0,1.046214,,-49.99,134.39000000000001,1.0,False,True,0.0,,True,300.0,0.0
,4398,-9.15,1.054017,,-6.81,18.1,1.0,False,True,0.0,,True,100.0,-12.19
,4399,358.2,1.077395,,-70.71000000000001,174.6,1.0,False,True,0.0,,True,400.0,133.33
,4418,861.3000000000001,1.055121,,-172.05,441.04,1.0,False,True,0.0,,True,1000.0,333.33
,4419,84.0,1.009808,,-57.39,51.76,1.0,False,True,0.0,,True,88.2,0.0
,4427,14.7,1.016576,,-19.24,20.49,1.0,False,True,0.0,,True,60.24,0.0
,4428,5.0,1.007433,,-4.75,24.74,1.0,False,True,0.0,,True,46.2,0.0
,4439,-50.6,1.012622,,-27.43,94.73,1.0,False,True,0.0,,True,100.0,-67.47
,4441,-11.23,1.031243,,-33.92,34.61,1.0,False,True,0.0,,True,100.0,-14.98
,4444,252.6,1.031204,,-234.65,269.01,1.0,False,True,0.0,,True,772.54,85.84
,4446,261.77,1.115565,,-62.52,182.87,1.0,False,True,0.0,,True,400.0,133.33
,4454,742.6,1.01091,,-173.63,204.12,1.0,False,True,0.0,,True,902.0,300.67
,4463,50.1,1.054883,,-16.26,58.41,1.0,False,True,0.0,,True,120.0,0.0
,4467,-76.7,1.041888,,-11.83,38.01,1.0,False,True,0.0,,True,100.0,-102.27
,4477,410.5,1.062733,,-85.81,220.62,1.0,False,True,0.0,,True,500.0,166.67000000000002
,4479,861.3000000000001,1.065482,,-173.43,439.2,1.0,False,True,0.0,,True,1000.0,333.33
,4481,35.2,1.043069,,-10.95,38.85,1.0,False,True,0.0,,True,80.0,0.0
,4485,38.5,1.026359,,-7.98,16.9,1.0,False,True,0.0,,True,40.0,0.0
,4497,156.8,1.085986,,-33.11,89.58,1.0,False,True,0.0,,True,200.0,0.0
,4501,115.0,1.022423,,-22.62,51.15,1.0,False,True,0.0,,True,120.0,0.0
,4505,-171.8,1.032581,,-11.95,37.86,1.0,False,True,0.0,,True,100.0,-229.07
,4515,364.8,1.018246,,-72.39,173.07,1.0,False,True,0.0,,True,400.0,133.33
,4525,6.45,1.059432,,-10.04,26.83,1.0,False,True,0.0,,True,60.0,0.0
,4532,1530.1000000000001,1.087859,,-397.66,1074.34,1.0,False,True,0.0,,True,2400.0,800.0
,4551,-117.74000000000001,1.021862,,-4.42,3.57,1.0,False,True,0.0,,True,100.0,-156.99
,4563,318.0,1.026639,,-61.66,122.64,1.0,False,True,0.0,,True,325.0,0.0
,4565,-30.39,1.07048,,-11.87,37.94,1.0,False,True,0.0,,True,100.0,-40.51
,4572,61.1,1.021097,,-46.86,51.69,1.0,False,True,0.0,,True,93.49,0.0
,4585,-545.7,1.037111,,-29.81,92.96000000000001,1.0,False,True,0.0,,True,100.0,-727.6
,4601,428.86,1.120537,,-114.93,375.7,1.0,False,True,0.0,,True,800.0,266.67
,4607,25.2,1.034566,,-17.23,17.31,1.0,False,True,0.0,,True,26.46,0.0
,4608,60.7,1.019251,,-39.15,45.93,1.0,False,True,0.0,,True,72.58,0.0
,4612,689.2,1.021632,,-368.11,254.86,1.0,False,True,0.0,,True,772.0,257.33
,4619,115.2,1.089892,,-28.85,93.85000000000001,1.0,False,True,0.0,,True,200.0,0.0
,4623,68.0,1.045235,,-14.19,35.62,1.0,False,True,0.0,,True,80.0,0.0
,4632,-66.1,1.009572,,-6.6,-0.72,1.0,False,True,0.0,,True,100.0,-88.13
,4637,-236.3,1.050874,,-11.57,38.28,1.0,False,True,0.0,,True,100.0,-315.07
,4646,78.4,1.050276,,-16.4,45.01,1.0,False,True,0.0,,True,100.0,0.0
,4653,200.0,1.017349,,-115.59,133.34,1.0,False,True,0.0,,True,210.0,0.0
,4656,101.62,1.020179,,-43.31,140.98,1.0,False,True,0.0,,True,300.0,0.0
,4660,-78.9,1.056504,,-5.77,19.14,1.0,False,True,0.0,,True,100.0,-105.2
,4661,1509.3,1.066687,,-328.8,897.58,1.0,False,True,0.0,,True,2000.0,666.67
,4662,-116.0,1.021171,,-19.63,55.07,1.0,False,True,0.0,,True,100.0,-154.67000000000002
,4665,491.0,1.011313,,-105.44,198.84,1.0,False,True,0.0,,True,500.0,166.67000000000002
,4666,-20.78,1.01948,,-12.04,37.78,1.0,False,True,0.0,,True,100.0,-27.7
,4669,450.2,1.092961,,-91.58,214.71,1.0,False,True,0.0,,True,500.0,166.67000000000002
,4675,763.6,1.088792,,-147.43,343.25,1.0,False,True,0.0,,True,800.0,266.67
,4689,541.0,1.026559,,-132.47,417.98,1.0,False,True,0.0,,True,900.0,300.0
,4694,-85.9,1.053968,,-11.22,38.53,1.0,False,True,0.0,,True,100.0,-114.53
,4700,93.2,1.042354,,-86.29,98.4,1.0,False,True,0.0,,True,281.85,0.0
,4707,79.5,0.996652,,-18.68,56.03,1.0,False,True,0.0,,True,120.0,0.0
,4738,49.6,1.021645,,-12.28,37.44,1.0,False,True,0.0,,True,80.0,0.0
,4748,527.3,1.030135,,-279.32,280.0,1.0,False,True,0.0,,True,553.66,0.0
,4754,55.2,1.0132,,-41.52,30.48,1.0,False,True,0.0,,True,57.96,0.0
,4757,570.6,1.064718,,-110.95,257.49,1.0,False,True,0.0,,True,600.0,200.0
,4771,78.0,1.023126,,-34.98,89.54,1.0,False,True,0.0,,True,200.0,0.0
,4772,16.0,1.017383,,-20.9,22.15,1.0,False,True,0.0,,True,65.3,0.0
,4775,805.5,1.063105,,-161.16,389.83,1.0,False,True,0.0,,True,900.0,300.0
,4782,861.3000000000001,1.06564,,-173.43,439.2,1.0,False,True,0.0,,True,1000.0,333.33
,4787,387.47,1.009861,,-111.07000000000001,379.51,1.0,False,True,0.0,,True,800.0,266.67
,4804,-183.5,1.046224,,-54.52,190.29,1.0,False,True,0.0,,True,100.0,-244.67000000000002
,4815,-26.08,1.060527,,-11.44,38.37,1.0,False,True,0.0,,True,100.0,-34.77
,4818,855.6,1.028949,,-172.14000000000001,440.69,1.0,False,True,0.0,,True,1000.0,333.33
,4822,10.3,1.055712,,-2.07,4.44,1.0,False,True,0.0,,True,10.46,0.0
,4823,728.4,1.089599,,-176.39000000000001,558.52,1.0,False,True,0.0,,True,1200.0,400.0
,4833,10.5,1.038553,,-6.84,7.0,1.0,False,True,0.0,,True,11.03,0.0
,4842,6.8,1.048394,,-3.81,5.0,1.0,False,True,0.0,,True,13.63,0.0
,4843,226.6,1.00703,,-111.42,377.48,1.0,False,True,0.0,,True,500.0,100.0
,4844,-6.25,1.024167,,-9.24,27.54,1.0,False,True,0.0,,True,100.0,-8.33
,4845,239.6,1.030121,,-49.89,133.84,1.0,False,True,0.0,,True,300.0,100.0
,4846,-173.70000000000002,1.081656,,-53.15,192.1,1.0,False,True,0.0,,True,100.0,-231.6
,4847,160.94,1.070363,,-57.24,187.31,1.0,False,True,0.0,,True,400.0,133.33
,4849,88.8,1.057137,,-23.19,76.52,1.0,False,True,0.0,,True,160.0,0.0
,4870,58.27,1.054823,,-17.53,43.87,1.0,False,True,0.0,,True,100.0,0.0
,4879,-40.3,1.041763,,-23.96,75.62,1.0,False,True,0.0,,True,100.0,-53.73
,4881,13.0,1.028068,,-9.78,6.22,1.0,False,True,0.0,,True,13.65,0.0
,4891,357.0,1.033418,,-72.86,176.3,1.0,False,True,0.0,,True,400.0,0.0
,4896,18.56,1.014069,,-12.23,37.58,1.0,False,True,0.0,,True,80.0,0.0
,4899,23.8,1.023832,,-19.21,14.79,1.0,False,True,0.0,,True,24.99,0.0
,4917,41.69,1.053068,,-12.57,37.27,1.0,False,True,0.0,,True,80.0,0.0
,4930,20.2,1.035713,,-33.64,34.39,1.0,False,True,0.0,,True,102.79,0.0
,4937,1201.0,1.031692,,-291.32,933.87,1.0,False,True,0.0,,True,2000.0,666.67
,4943,-8.84,1.0154,,-6.3,18.64,1.0,False,True,0.0,,True,100.0,-11.79
,4944,385.40000000000003,1.055797,,-82.22,224.4,1.0,False,True,0.0,,True,500.0,166.67000000000002
,4948,60.0,1.046901,,-17.0,57.63,1.0,False,True,0.0,,True,120.0,0.0
,4951,-12.57,1.047958,,-12.61,37.23,1.0,False,True,0.0,,True,100.0,-16.77
,4953,40.84,1.016721,,-20.26,54.46,1.0,False,True,0.0,,True,120.0,0.0
,4954,123.9,1.037342,,-66.08,73.86,1.0,False,True,0.0,,True,159.4,0.0
,4956,961.0,1.045811,,-201.12,533.39,1.0,False,True,0.0,,True,1200.0,400.0
,4958,853.9,1.051773,,-440.49,460.83,1.0,False,True,0.0,,True,876.0,292.0
,4966,83.2,1.020942,,-75.83,182.20000000000002,1.0,False,True,0.0,,True,420.0,0.0
,4968,453.40000000000003,1.065019,,-114.45,375.73,1.0,False,True,0.0,,True,800.0,266.67
,4978,246.0,1.039397,,-51.71,132.46,1.0,False,True,0.0,,True,300.0,0.0
,4993,360.40000000000003,1.047685,,-71.72,173.76,1.0,False,True,0.0,,True,400.0,133.33
,4995,130.8,1.040488,,-27.72,71.89,1.0,False,True,0.0,,True,160.0,0.0
,5003,54.3,1.054301,,-70.41,74.73,1.0,False,True,0.0,,True,220.12,0.0
,5004,406.0,1.062291,,-85.45,220.88,1.0,False,True,0.0,,True,500.0,166.67000000000002
,5018,49.4,1.05406,,-12.09,37.72,1.0,False,True,0.0,,True,80.0,0.0
,5019,35.2,1.067392,,-10.93,38.87,1.0,False,True,0.0,,True,80.0,0.0
,5024,-155.1,1.002981,,-4.3,5.65,1.0,False,True,0.0,,True,100.0,-206.8
,5026,-10.3,1.046647,,-29.18,93.58,1.0,False,True,0.0,,True,100.0,-13.73
,5035,75.2,1.060776,,-14.85,35.06,1.0,False,True,0.0,,True,80.0,0.0
,5042,179.5,1.07576,,-36.1,88.65,1.0,False,True,0.0,,True,200.0,0.0
,5050,83.48,1.042576,,-24.97,74.55,1.0,False,True,0.0,,True,160.0,0.0
,5058,130.2,1.031064,,-28.66,81.97,1.0,False,True,0.0,,True,180.0,0.0
,5059,13.3,1.06427,,-12.43,14.22,1.0,False,True,0.0,,True,40.68,0.0
,5064,1008.3000000000001,1.06654,,-203.19,532.96,1.0,False,True,0.0,,True,1200.0,400.0
,5066,542.0,1.016664,,-109.58,258.91,1.0,False,True,0.0,,True,600.0,0.0
,5074,-92.60000000000001,1.027964,,-10.99,25.91,1.0,False,True,0.0,,True,100.0,-123.47
,5090,276.42,1.051243,,-69.25,151.81,1.0,False,True,0.0,,True,360.0,0.0
,5091,416.40000000000003,1.061075,,-84.96000000000001,221.62,1.0,False,True,0.0,,True,500.0,166.67000000000002
,5096,21.1,1.052774,,-4.11,8.91,1.0,False,True,0.0,,True,21.23,7.08
,5097,517.2,1.006462,,-562.09,278.62,1.0,False,True,0.0,,True,804.0,268.0
,5109,-52.51,1.033935,,-11.5,38.28,1.0,False,True,0.0,,True,100.0,-70.01
,5119,75.60000000000001,1.06465,,-18.42,56.35,1.0,False,True,0.0,,True,120.0,0.0
,5133,197.3,1.022715,,-35.13,100.9,1.0,False,True,0.0,,True,220.45000000000002,0.0
,5137,308.8,1.048344,,-65.56,179.86,1.0,False,True,0.0,,True,400.0,133.33
,5143,1713.6000000000001,1.032838,,-343.24,882.86,1.0,False,True,0.0,,True,2000.0,666.67
,5144,422.0,1.049287,,-391.11,450.40000000000003,1.0,False,True,0.0,,True,1290.52,143.39000000000001
,5151,50.59,1.033193,,-12.11,37.75,1.0,False,True,0.0,,True,80.0,0.0
,5153,-54.09,1.021968,,-8.32,28.42,1.0,False,True,0.0,,True,100.0,-72.12
,5157,690.0500000000001,1.043194,,-144.76,345.71,1.0,False,True,0.0,,True,800.0,266.67
,5163,629.3000000000001,1.083362,,-127.19,301.89,1.0,False,True,0.0,,True,700.0,233.33
,5170,-87.60000000000001,1.011094,,-32.29,32.89,1.0,False,True,0.0,,True,100.0,-116.8
,5179,-17.5,1.010906,,-1.82,4.03,1.0,False,True,0.0,,True,100.0,-23.33
,5191,143.4,1.039762,,-30.85,79.52,1.0,False,True,0.0,,True,180.0,0.0
,5192,38.49,1.022466,,-12.26,37.47,1.0,False,True,0.0,,True,80.0,0.0
,5224,178.82,1.050345,,-54.15,145.28,1.0,False,True,0.0,,True,320.0,0.0
,5225,235.1,0.992484,,-53.81,145.53,1.0,False,True,0.0,,True,320.0,0.0
,5230,120.79,1.026163,,-30.54,91.91,1.0,False,True,0.0,,True,200.0,66.67
,5235,403.7,1.047863,,-80.83,193.56,1.0,False,True,0.0,,True,440.0,0.0
,5236,106.8,1.0542,,-24.74,75.02,1.0,False,True,0.0,,True,160.0,0.0
,5238,-1344.4,0.990479,,-99999.0,99999.0,1.0,False,True,0.0,,True,100.0,-1792.53
,5250,137.3,1.038759,,-28.36,71.44,1.0,False,True,0.0,,True,160.0,0.0
,5261,418.2,1.059967,,-85.22,221.33,1.0,False,True,0.0,,True,500.0,166.67000000000002
,5263,120.60000000000001,1.034663,,-73.95,38.05,1.0,False,True,0.0,,True,126.63000000000001,0.0
,5272,-5.35,1.026805,,-13.29,47.91,1.0,False,True,0.0,,True,100.0,-7.13
,5277,119.4,1.03962,,-23.49,51.3,1.0,False,True,0.0,,True,120.0,0.0
,5279,-193.9,1.018895,,-1.06,2.29,1.0,False,True,0.0,,True,100.0,-258.53
,5284,151.0,1.057359,,-32.91,91.72,1.0,False,True,0.0,,True,200.0,0.0
,5289,332.54,1.009333,,-61.42,159.67000000000002,1.0,False,True,0.0,,True,360.0,0.0
,5292,306.0,1.008689,,-97.5,151.05,1.0,False,True,0.0,,True,344.0,114.67
,5298,152.3,1.045101,,-582.6800000000001,542.73,1.0,False,True,0.0,,True,1689.14,51.19
,5300,102.60000000000001,1.034956,,-27.95,94.66,1.0,False,True,0.0,,True,200.0,0.0
,5304,75.8,1.029341,,-59.56,185.68,1.0,False,True,0.0,,True,200.0,50.53
,5308,44.9,1.042975,,-139.97,132.58,1.0,False,True,0.0,,True,409.09000000000003,0.0
,5322,41.0,1.031211,,-11.38,38.42,1.0,False,True,0.0,,True,80.0,0.0
,5328,-54.78,1.015053,,-34.6,35.25,1.0,False,True,0.0,,True,100.0,-73.05
,5339,-159.0,1.044898,,-13.43,36.37,1.0,False,True,0.0,,True,100.0,-212.0
,5347,10.8,1.013341,,-10.08,11.36,1.0,False,True,0.0,,True,32.74,0.0
,5351,10.0,1.022029,,-5.71,4.29,1.0,False,True,0.0,,True,10.5,0.0
,5364,19.59,1.065324,,-6.75,18.14,1.0,False,True,0.0,,True,40.0,0.0
,5367,200.0,1.058977,,-45.91,137.65,1.0,False,True,0.0,,True,300.0,100.0
,5368,-76.5,1.037177,,-11.45,38.34,1.0,False,True,0.0,,True,100.0,-101.99000000000001
,5378,1250.6000000000001,1.10493,,-297.63,926.47,1.0,False,True,0.0,,True,2000.0,666.67
,5394,-395.8,1.05041,,-16.66,58.06,1.0,False,True,0.0,,True,100.0,-527.73
,5396,-131.0,1.016845,,-12.89,36.81,1.0,False,True,0.0,,True,100.0,-174.67000000000002
,5397,333.2,1.041434,,-68.21000000000001,177.29,1.0,False,True,0.0,,True,400.0,133.33
,5400,91.8,1.056816,,-18.57,42.68,1.0,False,True,0.0,,True,100.0,0.0
,5402,439.0,1.032334,,-87.60000000000001,219.43,1.0,False,True,0.0,,True,500.0,166.67000000000002
,5408,219.5,1.021468,,-44.69,102.60000000000001,1.0,False,True,0.0,,True,240.0,0.0
,5411,359.1,1.07527,,-70.61,174.75,1.0,False,True,0.0,,True,400.0,133.33
,5424,181.1,1.074405,,-39.2,108.27,1.0,False,True,0.0,,True,240.0,0.0
,5428,292.5,1.043614,,-56.96,127.12,1.0,False,True,0.0,,True,300.0,0.0
