name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,parallel,type,in_service,max_loading_percent
,,4540,3345,1.0,7.63876,57.31236000000001,0.0,0.0,1.54972966993005,1.0,1,ol,True,100.0
,,1342,3345,1.0,3.66776,53.73124,0.0,0.0,2.35042333272724,1.0,1,ol,True,100.0
,,3679,2718,1.0,0.076956,0.33396,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3679,2718,1.0,0.110836,0.473836,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3679,2718,1.0,0.11616,0.39688,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3679,794,1.0,0.081796,0.363,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3679,4879,1.0,1.78112,8.49904,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3679,1867,1.0,1.257916,9.998956,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,7463,5563,1.0,0.08712,0.30976,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,7463,7035,1.0,0.076956,0.373164,0.0,0.0,0.99986569346022,1.0,1,ol,True,100.0
,,7463,5939,1.0,1.72788,9.58804,0.0,0.0,1.24917603697392,1.0,1,ol,True,100.0
,,7463,7494,1.0,2.914164,15.5122,0.0,0.0,1.39876224308214,1.0,1,ol,True,100.0
,,4849,2885,1.0,0.862004,5.63376,0.0,0.0,1.39876224308214,1.0,1,ol,True,100.0
,,4849,7048,1.0,1.346004,9.114204,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,2509,6145,1.0,0.168916,1.36004,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,89,1859,1.0,1.51492,11.82896,0.0,0.0,1.60083483729851,1.0,1,ol,True,100.0
,,89,1859,1.0,1.78112,10.03816,0.0,0.0,1.55097276859577,1.0,1,ol,True,100.0
,,2141,3275,1.0,0.044044,0.744876,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2141,3544,1.0,1.21484,5.37724,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2141,6841,1.0,1.491204,8.693124,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,2141,6743,1.0,2.585044,14.722796,0.0,0.0,1.14945189956844,1.0,1,ol,True,100.0
,,2141,7634,1.0,0.047916,0.60984,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,9090,1039,1.0,1.049796,8.664084,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,2456,6177,1.0,0.05324,0.18392,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1421,1461,1.0,1.02608,2.39096,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1421,7771,1.0,9.148084,37.436916,0.0,0.0,1.24917603697392,1.0,1,ol,True,100.0
,,7880,5364,1.0,4.63188,19.118,0.0,0.0,1.19931396827118,1.0,1,ol,True,100.0
,,7880,6981,1.0,11.24816,30.718996,0.0,0.0,1.04972776216296,1.0,1,ol,True,100.0
,,6925,3326,1.0,0.257004,2.096204,0.0,0.0,1.60083483729851,1.0,1,ol,True,100.0
,,1958,614,1.0,1.249204,3.014836,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,6454,1261,1.0,0.15004,1.070124,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,802,6981,1.0,5.26108,29.59176,0.0,0.0,1.14945189956844,1.0,1,ol,True,100.0
,,802,5917,1.0,5.605204,29.571916,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,7623,3069,1.0,1.015916,7.875164,0.0,0.0,1.04972776216296,1.0,1,ol,True,100.0
,,499,1546,1.0,0.45012,2.643124,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,499,5236,1.0,4.642044,17.926876,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,499,771,1.0,1.254044,8.330124,0.0,0.0,1.45124863119029,1.0,1,ol,True,100.0
,,499,8949,1.0,0.79376,6.607084,0.0,0.0,1.29903810567666,1.0,1,ol,True,100.0
,,2753,2078,1.0,1.557996,7.123996,0.0,0.0,1.19931396827118,1.0,1,ol,True,100.0
,,2753,2228,1.0,1.94084,10.758836,0.0,0.0,1.19931396827118,1.0,1,ol,True,100.0
,,2753,7048,1.0,0.60984,4.942124,0.0,0.0,1.55097276859577,1.0,1,ol,True,100.0
,,4117,7872,1.0,4.437796,19.32612,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4117,3864,1.0,0.652916,2.943204,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1753,8485,1.0,2.25264,27.88364,0.0,0.0,2.40056164557792,1.0,1,ol,True,100.0
,,1753,7529,1.0,2.19488,28.41792,0.0,0.0,2.25014670702588,1.0,1,ol,True,100.0
,,1753,7777,1.0,1.35736,20.69252,0.0,0.0,2.54945724131629,1.0,1,ol,True,100.0
,,1753,6896,1.0,1.32848,21.09684,0.0,0.0,2.20000839417521,1.0,1,ol,True,100.0
,,1753,959,1.0,1.97828,29.05328,0.0,0.0,1.70014460848208,1.0,1,ol,True,100.0
,,1753,959,1.0,1.93496,29.61644,0.0,0.0,1.39931473137801,1.0,1,ol,True,100.0
,,3856,4490,1.0,1.51976,20.401084,0.0,0.0,1.50111069989303,1.0,1,ol,True,100.0
,,3856,6009,1.0,0.315084,2.39096,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3856,6939,1.0,1.917124,11.74184,0.0,0.0,1.55097276859577,1.0,1,ol,True,100.0
,,857,1641,1.0,0.18772,2.166,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3027,808,1.0,0.18772,2.12268,0.0,0.0,2.85028711842036,1.0,1,ol,True,100.0
,,4818,1641,1.0,0.15884,2.48368,0.0,0.0,2.85028711842036,1.0,1,ol,True,100.0
,,2034,808,1.0,0.17328,2.39704,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3868,1641,1.0,0.17328,2.42592,0.0,0.0,2.90042543127104,1.0,1,ol,True,100.0
,,3740,808,1.0,0.17328,2.48368,0.0,0.0,2.90042543127104,1.0,1,ol,True,100.0
,,741,686,1.0,0.45012,2.743796,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2909,7097,1.0,0.5082,2.44904,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5687,6230,1.0,0.54692,3.164876,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5181,5454,1.0,0.17908,1.412796,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,706,5694,1.0,2.501796,18.09192,0.0,0.0,1.24917603697392,1.0,1,ol,True,100.0
,,3813,953,1.0,0.605,3.227796,0.0,0.0,1.19931396827118,1.0,1,ol,True,100.0
,,2312,2437,1.0,0.620004,3.19924,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,194,2984,1.0,1.09384,6.6792,0.0,0.0,1.19931396827118,1.0,1,ol,True,100.0
,,2517,3512,1.0,3.07572,38.65588,0.0,0.0,2.4506999584286,1.0,1,ol,True,100.0
,,2517,3345,1.0,2.22376,27.71036,0.0,0.0,2.04959345562317,1.0,1,ol,True,100.0
,,4543,600,1.0,3.32508,21.35892,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4543,3240,1.0,2.178,22.869,0.0,0.0,1.19931396827118,1.0,1,ol,True,100.0
,,4543,7337,1.0,0.66792,4.05108,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3068,1537,1.0,0.202796,0.920084,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3068,1537,1.0,0.20812,0.90024,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,6114,4728,1.0,1.612204,7.307916,0.0,0.0,1.55097276859577,1.0,1,ol,True,100.0
,,3343,6615,1.0,1.015916,7.89404,0.0,0.0,1.39876224308214,1.0,1,ol,True,100.0
,,3808,5615,1.0,0.644204,5.23688,0.0,0.0,1.55097276859577,1.0,1,ol,True,100.0
,,3808,6690,1.0,0.96316,3.95912,0.0,0.0,0.99986569346022,1.0,1,ol,True,100.0
,,3808,6690,1.0,0.81796,4.274204,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1325,891,1.0,0.857164,6.912004,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,600,615,1.0,1.499916,8.92496,0.0,0.0,1.29903810567666,1.0,1,ol,True,100.0
,,3495,1550,1.0,1.649956,8.80396,0.0,0.0,1.14945189956844,1.0,1,ol,True,100.0
,,4924,2229,1.0,0.27588,1.78596,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,8056,5906,1.0,0.523204,2.26512,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5353,5906,1.0,0.5082,2.309164,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3673,615,1.0,0.957836,7.49716,0.0,0.0,1.55097276859577,1.0,1,ol,True,100.0
,,3673,7337,1.0,0.710996,7.333084,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5835,5082,1.0,0.344124,1.920996,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,5835,7575,1.0,0.24684,1.32616,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5835,3190,1.0,0.252164,1.48104,0.0,0.0,1.29903810567666,1.0,1,ol,True,100.0
,,5835,3487,1.0,0.90992,5.731044,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5835,1577,1.0,1.194996,5.100876,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,574,5299,1.0,0.2178,1.69884,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,3928,9172,1.0,0.17908,0.318956,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2088,3817,1.0,0.194084,0.3388,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2088,6231,1.0,0.06776,0.257004,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2088,1642,1.0,0.139876,0.6292,0.0,0.0,1.29903810567666,1.0,1,ol,True,100.0
,,2088,6252,1.0,0.03388,0.139876,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2088,6683,1.0,0.24684,1.041084,0.0,0.0,0.99986569346022,1.0,1,ol,True,100.0
,,2088,8150,1.0,0.17908,0.75988,0.0,0.0,1.39876224308214,1.0,1,ol,True,100.0
,,5066,448,1.0,0.31768,3.99988,0.0,0.0,2.20000839417521,1.0,1,ol,True,100.0
,,5066,448,1.0,0.361,3.91324,0.0,0.0,2.35042333272724,1.0,1,ol,True,100.0
,,7640,3036,1.0,0.131164,1.007204,0.0,0.0,1.50111069989303,1.0,1,ol,True,100.0
,,7640,3036,1.0,0.121,1.11804,0.0,0.0,1.39876224308214,1.0,1,ol,True,100.0
,,3190,2339,1.0,0.4598,1.60204,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3190,8710,1.0,0.45012,1.62624,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,8103,8721,1.0,0.165044,1.070124,0.0,0.0,1.55097276859577,1.0,1,ol,True,100.0
,,2643,9190,1.0,0.15488,1.12288,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4127,8521,1.0,0.018876,0.131164,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,603,7521,1.0,1.083,14.5844,0.0,0.0,2.4506999584286,1.0,1,ol,True,100.0
,,603,3999,1.0,1.70392,21.0102,0.0,0.0,2.35042333272724,1.0,1,ol,True,100.0
,,2154,9020,1.0,0.8228,4.7432,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,2154,9020,1.0,0.736164,5.37724,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2154,2041,1.0,0.081796,0.678084,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2154,686,1.0,1.254044,8.349,0.0,0.0,1.60083483729851,1.0,1,ol,True,100.0
,,2154,3519,1.0,0.081796,0.560956,0.0,0.0,1.14945189956844,1.0,1,ol,True,100.0
,,2154,4728,1.0,1.48588,6.48076,0.0,0.0,1.39876224308214,1.0,1,ol,True,100.0
,,2640,4888,1.0,1.254044,6.544164,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,9066,9050,1.0,0.281204,2.435004,0.0,0.0,1.45124863119029,1.0,1,ol,True,100.0
,,6968,5572,1.0,0.686796,2.8798,0.0,0.0,0.99986569346022,1.0,1,ol,True,100.0
,,665,1493,1.0,2.9602,38.46816,0.0,0.0,2.20000839417521,1.0,1,ol,True,100.0
,,665,2731,1.0,4.2598,53.73124,0.0,0.0,2.30028501987656,1.0,1,ol,True,100.0
,,665,4549,1.0,4.8374,52.67712,0.0,0.0,2.25014670702588,1.0,1,ol,True,100.0
,,665,1606,1.0,0.31768,3.62444,0.0,0.0,1.90069785988479,1.0,1,ol,True,100.0
,,665,2092,1.0,0.85196,9.40044,0.0,0.0,2.49931892846562,1.0,1,ol,True,100.0
,,3564,2176,1.0,4.132876,20.317836,0.0,0.0,0.99986569346022,1.0,1,ol,True,100.0
,,3564,2840,1.0,0.652916,2.5168,0.0,0.0,1.04972776216296,1.0,1,ol,True,100.0
,,3610,7971,1.0,1.1858,6.731956,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,3610,2480,1.0,0.710996,4.074796,0.0,0.0,1.45124863119029,1.0,1,ol,True,100.0
,,5419,7163,1.0,1.21296,12.07184,0.0,0.0,2.04959345562317,1.0,1,ol,True,100.0
,,7118,2077,1.0,1.254044,8.609876,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,7118,7872,1.0,4.671084,28.88512,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,7421,7518,1.0,0.69212,3.86716,0.0,0.0,0.99986569346022,1.0,1,ol,True,100.0
,,7421,6743,1.0,0.952996,7.215956,0.0,0.0,1.50111069989303,1.0,1,ol,True,100.0
,,1025,1859,1.0,5.02876,31.00504,0.0,0.0,1.29903810567666,1.0,1,ol,True,100.0
,,4764,3326,1.0,0.347996,2.580204,0.0,0.0,1.14945189956844,1.0,1,ol,True,100.0
,,6035,6920,1.0,0.75088,8.1586,0.0,0.0,2.14987008132453,1.0,1,ol,True,100.0
,,8669,7068,1.0,1.165956,9.427836,0.0,0.0,1.29903810567666,1.0,1,ol,True,100.0
,,8669,7068,1.0,1.23904,9.269084,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,8669,2865,1.0,3.17504,11.07392,0.0,0.0,0.99986569346022,1.0,1,ol,True,100.0
,,4031,6449,1.0,1.3068,7.212084,0.0,0.0,1.04972776216296,1.0,1,ol,True,100.0
,,4031,5737,1.0,1.738044,6.59208,0.0,0.0,1.04972776216296,1.0,1,ol,True,100.0
,,7326,2480,1.0,1.070124,5.74992,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,7326,8188,1.0,0.32912,1.72788,0.0,0.0,1.04972776216296,1.0,1,ol,True,100.0
,,7473,1583,1.0,0.102124,0.468996,0.0,0.0,1.04972776216296,1.0,1,ol,True,100.0
,,8946,3389,1.0,0.047916,0.260876,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1807,6383,1.0,3.1218,12.7292,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,4623,6030,1.0,0.30492,0.920084,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1720,3557,1.0,0.136004,0.323796,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,7693,3864,1.0,0.105996,0.30976,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,9180,6722,1.0,0.06776,0.5082,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,8372,8747,1.0,1.557996,10.032836,0.0,0.0,1.39876224308214,1.0,1,ol,True,100.0
,,8372,8474,1.0,0.24684,1.525084,0.0,0.0,1.50111069989303,1.0,1,ol,True,100.0
,,8372,8474,1.0,0.197956,1.60204,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,5629,6638,1.0,1.107876,8.459836,0.0,0.0,1.55097276859577,1.0,1,ol,True,100.0
,,5629,1186,1.0,1.370204,9.1718,0.0,0.0,1.39876224308214,1.0,1,ol,True,100.0
,,5629,7273,1.0,3.043876,17.676164,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5629,8991,1.0,2.735084,15.569796,0.0,0.0,1.14945189956844,1.0,1,ol,True,100.0
,,5629,7265,1.0,2.00376,10.94808,0.0,0.0,1.24917603697392,1.0,1,ol,True,100.0
,,3491,6733,1.0,5.2998,28.13976,0.0,0.0,1.19931396827118,1.0,1,ol,True,100.0
,,3491,1014,1.0,4.356,17.8112,0.0,0.0,1.29903810567666,1.0,1,ol,True,100.0
,,3491,8309,1.0,0.110836,0.87604,0.0,0.0,1.45124863119029,1.0,1,ol,True,100.0
,,1979,6569,1.0,0.57596,3.51384,0.0,0.0,1.60083483729851,1.0,1,ol,True,100.0
,,9136,748,1.0,5.697164,25.007796,0.0,0.0,1.65069690600125,1.0,1,ol,True,100.0
,,7521,2182,1.0,3.01796,32.90876,0.0,0.0,2.59959555416697,1.0,1,ol,True,100.0
,,7570,3915,1.0,0.983004,6.98412,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,7570,6890,1.0,0.7018,4.103836,0.0,0.0,1.45124863119029,1.0,1,ol,True,100.0
,,2525,6198,1.0,1.79056,20.69252,0.0,0.0,2.30028501987656,1.0,1,ol,True,100.0
,,2525,6198,1.0,1.83388,20.24488,0.0,0.0,2.85028711842036,1.0,1,ol,True,100.0
,,1482,3648,1.0,6.310876,25.575044,0.0,0.0,1.65069690600125,1.0,1,ol,True,100.0
,,2364,6198,1.0,3.3934,39.55116,0.0,0.0,1.44945304422869,1.0,1,ol,True,100.0
,,2364,6198,1.0,3.4656,38.71364,0.0,0.0,1.85055954703412,1.0,1,ol,True,100.0
,,2364,4140,1.0,1.9494,29.68864,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,2364,1310,1.0,1.25628,16.23056,0.0,0.0,1.44945304422869,1.0,1,ol,True,100.0
,,8315,173,1.0,0.5808,3.95912,0.0,0.0,1.65069690600125,1.0,1,ol,True,100.0
,,173,6429,1.0,3.369124,26.91524,0.0,0.0,1.29903810567666,1.0,1,ol,True,100.0
,,5339,7891,1.0,0.5082,3.69292,0.0,0.0,1.24917603697392,1.0,1,ol,True,100.0
,,5339,560,1.0,0.105996,0.88088,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5339,8842,1.0,0.018876,0.0968,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5339,8842,1.0,0.02178,0.09438,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5339,4238,1.0,1.694,10.963084,0.0,0.0,1.39876224308214,1.0,1,ol,True,100.0
,,3865,1859,1.0,2.072004,11.22396,0.0,0.0,1.19931396827118,1.0,1,ol,True,100.0
,,3865,5394,1.0,1.804836,6.786164,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,7041,2176,1.0,1.02608,7.65688,0.0,0.0,1.50111069989303,1.0,1,ol,True,100.0
,,8671,7163,1.0,0.80864,11.32096,0.0,0.0,1.15014250993828,1.0,1,ol,True,100.0
,,1859,7771,1.0,2.130084,8.77492,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1859,7771,1.0,2.430164,10.37696,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4884,2927,1.0,0.08712,0.105996,0.0,0.0,0.99986569346022,1.0,1,ol,True,100.0
,,4156,2927,1.0,0.073084,0.102124,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4431,2927,1.0,0.073084,0.102124,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2071,5982,1.0,4.07208,37.41404,0.0,0.0,2.25014670702588,1.0,1,ol,True,100.0
,,3449,6551,1.0,0.63404,4.132876,0.0,0.0,1.39876224308214,1.0,1,ol,True,100.0
,,3955,7506,1.0,1.044956,7.728996,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5285,1837,1.0,0.09196,0.136004,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5570,2229,1.0,0.0968,0.136004,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2077,8004,1.0,0.67276,3.74616,0.0,0.0,1.50111069989303,1.0,1,ol,True,100.0
,,638,6350,1.0,5.32884,32.61676,0.0,0.0,1.65069690600125,1.0,1,ol,True,100.0
,,638,2748,1.0,0.30492,2.24092,0.0,0.0,1.14945189956844,1.0,1,ol,True,100.0
,,638,9129,1.0,1.133044,4.645916,0.0,0.0,1.24917603697392,1.0,1,ol,True,100.0
,,409,4188,1.0,1.815,10.482956,0.0,0.0,1.24917603697392,1.0,1,ol,True,100.0
,,1493,5780,1.0,0.80864,10.81556,0.0,0.0,1.94931682992182,1.0,1,ol,True,100.0
,,582,6615,1.0,0.57112,4.48184,0.0,0.0,1.39876224308214,1.0,1,ol,True,100.0
,,582,6030,1.0,0.986876,6.331204,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,1745,7506,1.0,0.7502,5.305124,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3275,7634,1.0,0.018876,0.17424,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,1104,195,1.0,0.11616,0.197956,0.0,0.0,0.99986569346022,1.0,1,ol,True,100.0
,,8521,7131,1.0,0.165044,0.802956,0.0,0.0,1.45124863119029,1.0,1,ol,True,100.0
,,8521,5350,1.0,2.643124,12.060796,0.0,0.0,1.19931396827118,1.0,1,ol,True,100.0
,,8762,7055,1.0,2.28152,34.84372,0.0,0.0,1.44945304422869,1.0,1,ol,True,100.0
,,8762,8824,1.0,2.2382,35.49352,0.0,0.0,1.30055744849031,1.0,1,ol,True,100.0
,,8762,6888,1.0,0.30324,3.69664,0.0,0.0,2.14987008132453,1.0,1,ol,True,100.0
,,8762,6888,1.0,0.34656,3.50892,0.0,0.0,2.30028501987656,1.0,1,ol,True,100.0
,,8762,8886,1.0,2.07936,32.72104,0.0,0.0,2.30028501987656,1.0,1,ol,True,100.0
,,8762,8886,1.0,2.0216,30.29512,0.0,0.0,2.35042333272724,1.0,1,ol,True,100.0
,,8762,8486,1.0,1.24184,15.50856,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,8747,8474,1.0,1.617044,12.63724,0.0,0.0,1.45124863119029,1.0,1,ol,True,100.0
,,216,6784,1.0,1.87308,9.98492,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,216,6784,1.0,1.9602,8.843164,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,216,1178,1.0,0.48884,2.23608,0.0,0.0,1.04972776216296,1.0,1,ol,True,100.0
,,216,2574,1.0,0.42592,1.88276,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,216,7273,1.0,2.459204,18.876,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,7971,8188,1.0,1.24388,10.0672,0.0,0.0,1.45124863119029,1.0,1,ol,True,100.0
,,7971,8188,1.0,1.21484,9.32184,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,7971,1038,1.0,1.225004,6.35976,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,7252,7839,1.0,0.63888,4.20596,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4394,8912,1.0,0.39688,1.946164,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,4394,4851,1.0,0.69212,3.619836,0.0,0.0,1.14945189956844,1.0,1,ol,True,100.0
,,2794,1182,1.0,0.318956,2.793164,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,2794,1182,1.0,0.286044,3.164876,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1304,6290,1.0,2.85076,12.389916,0.0,0.0,1.24917603697392,1.0,1,ol,True,100.0
,,1304,6981,1.0,2.97176,11.34012,0.0,0.0,1.14945189956844,1.0,1,ol,True,100.0
,,2731,1797,1.0,2.2382,28.79336,0.0,0.0,2.25014670702588,1.0,1,ol,True,100.0
,,2731,3345,1.0,2.9602,46.46792,0.0,0.0,2.40056164557792,1.0,1,ol,True,100.0
,,4549,3345,1.0,3.36452,45.54376,0.0,0.0,2.40056164557792,1.0,1,ol,True,100.0
,,4724,5737,1.0,1.133044,9.59288,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1082,8309,1.0,0.039204,0.252164,0.0,0.0,1.39876224308214,1.0,1,ol,True,100.0
,,1397,5566,1.0,0.047916,0.33396,0.0,0.0,1.55097276859577,1.0,1,ol,True,100.0
,,4280,4579,1.0,1.33584,7.946796,0.0,0.0,1.45124863119029,1.0,1,ol,True,100.0
,,7049,4907,1.0,0.17424,0.594836,0.0,0.0,1.19931396827118,1.0,1,ol,True,100.0
,,7049,3739,1.0,0.110836,0.344124,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,6562,869,1.0,0.06292,0.47916,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,8998,6494,1.0,0.560956,3.33476,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,6887,5993,1.0,4.129004,14.7378,0.0,0.0,0.99986569346022,1.0,1,ol,True,100.0
,,5399,8004,1.0,0.378004,2.193004,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,5399,8004,1.0,0.363,2.29416,0.0,0.0,1.39876224308214,1.0,1,ol,True,100.0
,,5880,4030,1.0,1.044956,4.040916,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,8194,8333,1.0,2.33928,23.84044,0.0,0.0,2.35042333272724,1.0,1,ol,True,100.0
,,932,6356,1.0,5.98224,21.398124,0.0,0.0,1.04972776216296,1.0,1,ol,True,100.0
,,932,6356,1.0,3.993,19.30676,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,932,3774,1.0,10.58508,32.40912400000001,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,932,3974,1.0,5.86608,32.23924,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,3917,1641,1.0,0.51984,7.71096,0.0,0.0,1.35069576134099,1.0,1,ol,True,100.0
,,6801,1152,1.0,0.110836,0.30492,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,6801,7598,1.0,0.105996,0.281204,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4024,3993,1.0,0.136004,0.30492,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,1594,1413,1.0,2.430164,17.258956,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,3113,3655,1.0,0.84216,3.824084,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,5236,2228,1.0,1.896796,9.961204,0.0,0.0,1.29903810567666,1.0,1,ol,True,100.0
,,5236,9107,1.0,1.617044,7.912916,0.0,0.0,1.29903810567666,1.0,1,ol,True,100.0
,,5236,1477,1.0,1.583164,8.067796,0.0,0.0,1.19931396827118,1.0,1,ol,True,100.0
,,2798,8514,1.0,0.073084,0.318956,0.0,0.0,1.0995898308657,1.0,1,ol,True,100.0
,,6404,7872,1.0,3.56224,17.258956,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,6404,3893,1.0,4.56896,20.409796,0.0,0.0,99999.0,1.0,1,ol,True,100.0
,,4434,4733,1.0,0.98192,9.41488,0.0,0.0,1.30055744849031,1.0,1,ol,True,100.0
,,4434,3482,1.0,2.71472,32.93764,0.0,0.0,2.09973176847385,1.0,1,ol,True,100.0
,,2078,7051,1.0,0.81312,4.62704,0.0,0.0,1.39876224308214,1.0,1,ol,True,100.0
,,2078,7051,1.0,0.807796,4.74804,0.0,0.0,1.3489001743794,1.0,1,ol,True,100.0
,,2078,771,1.0,1.078836,7.73916,0.0,0.0,1.55097276859577,1.0,1,ol,True,100.0
,,2078,771,1.0,1.05512,7.89404,0.0,0.0,1.60083483729851,1.0,1,ol,True,100.0
