name,bus,p_mw,q_mvar,const_z_percent,const_i_percent,sn_mva,scaling,in_service,type,controllable
,4591,183.8,2.2,0.0,0.0,,1.0,True,,False
,4592,20.32,-24.8,0.0,0.0,,1.0,True,,False
,4594,84.59,42.82,0.0,0.0,,1.0,True,,False
,4595,4.3,1.4,0.0,0.0,,1.0,True,,False
,4599,19.12,7.4,0.0,0.0,,1.0,True,,False
,4602,70.28,10.3,0.0,0.0,,1.0,True,,False
,4604,10.11,3.7,0.0,0.0,,1.0,True,,False
,4606,10.11,0.0,0.0,0.0,,1.0,True,,False
,4611,16.52,5.5,0.0,0.0,,1.0,True,,False
,4613,74.18,14.6,0.0,0.0,,1.0,True,,False
,4614,42.55,17.6,0.0,0.0,,1.0,True,,False
,4615,30.83,16.5,0.0,0.0,,1.0,True,,False
,4616,64.57,10.0,0.0,0.0,,1.0,True,,False
,4617,1.9,0.6,0.0,0.0,,1.0,True,,False
,4618,74.68,46.3,0.0,0.0,,1.0,True,,False
,4620,26.03,16.1,0.0,0.0,,1.0,True,,False
,4621,40.04,15.0,0.0,0.0,,1.0,True,,False
,4624,162.1,73.0,0.0,0.0,,1.0,True,,False
,4625,44.6,6.4,0.0,0.0,,1.0,True,,False
,4626,7.0,1.0,0.0,0.0,,1.0,True,,False
,4627,194.1,27.6,0.0,0.0,,1.0,True,,False
,4628,16.7,2.4,0.0,0.0,,1.0,True,,False
,4629,18.2,2.6,0.0,0.0,,1.0,True,,False
,4630,350.0,129.4,0.0,0.0,,1.0,True,,False
,4633,137.8,64.5,0.0,0.0,,1.0,True,,False
,4634,16.12,4.3,0.0,0.0,,1.0,True,,False
,4636,75.58,-7.5,0.0,0.0,,1.0,True,,False
,4638,17.92,7.2,0.0,0.0,,1.0,True,,False
,4640,1.7,0.6,0.0,0.0,,1.0,True,,False
,4642,3.7,1.3,0.0,0.0,,1.0,True,,False
,4643,18.22,8.6,0.0,0.0,,1.0,True,,False
,4647,41.75,13.2,0.0,0.0,,1.0,True,,False
,4648,5.01,2.0,0.0,0.0,,1.0,True,,False
,4654,4.61,1.7,0.0,0.0,,1.0,True,,False
,4655,93.9,-0.4,0.0,0.0,,1.0,True,,False
,4657,51.06,7.4,0.0,0.0,,1.0,True,,False
,4658,27.13,16.8,0.0,0.0,,1.0,True,,False
,4659,16.52,3.2,0.0,0.0,,1.0,True,,False
,4664,390.5,62.5,0.0,0.0,,1.0,True,,False
,4667,28.03,10.2,0.0,0.0,,1.0,True,,False
,4668,11.41,5.1,0.0,0.0,,1.0,True,,False
,4670,44.35,14.8,0.0,0.0,,1.0,True,,False
,4671,91.2,56.1,0.0,0.0,,1.0,True,,False
,4673,124.0,29.2,0.0,0.0,,1.0,True,,False
,4674,0.2,0.8,0.0,0.0,,1.0,True,,False
,4677,25.13,8.2,0.0,0.0,,1.0,True,,False
,4678,102.7,17.8,0.0,0.0,,1.0,True,,False
,4679,344.7,-31.1,0.0,0.0,,1.0,True,,False
,4680,84.09,1.0,0.0,0.0,,1.0,True,,False
,4681,2.5,1.3,0.0,0.0,,1.0,True,,False
,4682,38.84,8.5,0.0,0.0,,1.0,True,,False
,4684,46.15,11.2,0.0,0.0,,1.0,True,,False
,4685,16.02,5.1,0.0,0.0,,1.0,True,,False
,4688,109.7,15.0,0.0,0.0,,1.0,True,,False
,4690,0.0,8.3,0.0,0.0,,1.0,True,,False
,4692,29.38,-14.09,0.0,0.0,,1.0,True,,False
,4693,10.81,3.9,0.0,0.0,,1.0,True,,False
,4695,15.82,7.2,0.0,0.0,,1.0,True,,False
,4697,25.33,8.8,0.0,0.0,,1.0,True,,False
,4699,162.0,83.60000000000001,0.0,0.0,,1.0,True,,False
,4701,136.8,4.8,0.0,0.0,,1.0,True,,False
,4702,19.72,7.1,0.0,0.0,,1.0,True,,False
,4704,19.62,7.4,0.0,0.0,,1.0,True,,False
,4709,195.4,76.84,0.0,0.0,,1.0,True,,False
,4712,14.22,5.1,0.0,0.0,,1.0,True,,False
,4715,392.0,177.70000000000002,0.0,0.0,,1.0,True,,False
,4717,97.0,57.4,0.0,0.0,,1.0,True,,False
,4721,19.4,2.8,0.0,0.0,,1.0,True,,False
,4724,4.91,1.6,0.0,0.0,,1.0,True,,False
,4725,47.55,-1.41,0.0,0.0,,1.0,True,,False
,4726,2.0,0.6,0.0,0.0,,1.0,True,,False
,4727,3.1,0.1,0.0,0.0,,1.0,True,,False
,4731,17.7,-334.5,0.0,0.0,,1.0,True,,False
,4736,277.90000000000003,143.1,0.0,0.0,,1.0,True,,False
,4737,101.89,25.72,0.0,0.0,,1.0,True,,False
,4740,10.5,7.32,0.0,0.0,,1.0,True,,False
,4742,13.77,18.73,0.0,0.0,,1.0,True,,False
,4743,2.2,0.0,0.0,0.0,,1.0,True,,False
,4744,63.67,21.3,0.0,0.0,,1.0,True,,False
,4746,93.3,27.8,0.0,0.0,,1.0,True,,False
,4749,137.70000000000002,32.6,0.0,0.0,,1.0,True,,False
,4751,101.10000000000001,19.8,0.0,0.0,,1.0,True,,False
,4753,59.17,14.0,0.0,0.0,,1.0,True,,False
,4755,10.97,-6.31,0.0,0.0,,1.0,True,,False
,4756,147.0,56.3,0.0,0.0,,1.0,True,,False
,4758,45.05,19.2,0.0,0.0,,1.0,True,,False
,4759,65.07,30.0,0.0,0.0,,1.0,True,,False
,4760,173.4,31.0,0.0,0.0,,1.0,True,,False
,4762,31.94,10.5,0.0,0.0,,1.0,True,,False
,4763,14.92,5.1,0.0,0.0,,1.0,True,,False
,4764,33.04,10.1,0.0,0.0,,1.0,True,,False
,4767,13.9,1.9,0.0,0.0,,1.0,True,,False
,4769,51.86,19.2,0.0,0.0,,1.0,True,,False
,4773,63.27,28.9,0.0,0.0,,1.0,True,,False
,4774,153.20000000000002,31.5,0.0,0.0,,1.0,True,,False
,4776,97.5,13.9,0.0,0.0,,1.0,True,,False
,4779,2.5,1.5,0.0,0.0,,1.0,True,,False
,4780,40.14,24.9,0.0,0.0,,1.0,True,,False
,4781,21.02,14.8,0.0,0.0,,1.0,True,,False
,4783,69.78,22.4,0.0,0.0,,1.0,True,,False
,4785,89.9,40.2,0.0,0.0,,1.0,True,,False
,4786,71.98,27.1,0.0,0.0,,1.0,True,,False
,4788,146.9,-5.1,0.0,0.0,,1.0,True,,False
,4790,9.11,3.0,0.0,0.0,,1.0,True,,False
,4792,336.90000000000003,81.0,0.0,0.0,,1.0,True,,False
,4793,11.41,3.8,0.0,0.0,,1.0,True,,False
,4801,20.12,4.9,0.0,0.0,,1.0,True,,False
,4803,118.60000000000001,43.4,0.0,0.0,,1.0,True,,False
,4805,210.8,-0.7,0.0,0.0,,1.0,True,,False
,4806,39.84,6.4,0.0,0.0,,1.0,True,,False
,4807,7.01,1.0,0.0,0.0,,1.0,True,,False
,4808,151.0,7.1,0.0,0.0,,1.0,True,,False
,4811,11.2,1.6,0.0,0.0,,1.0,True,,False
,4812,141.36,53.5,0.0,0.0,,1.0,True,,False
,4813,41.25,13.5,0.0,0.0,,1.0,True,,False
,4816,270.5,77.8,0.0,0.0,,1.0,True,,False
,4817,110.2,15.7,0.0,0.0,,1.0,True,,False
,4821,78.49,48.6,0.0,0.0,,1.0,True,,False
,4825,103.60000000000001,16.0,0.0,0.0,,1.0,True,,False
,4828,171.9,39.1,0.0,0.0,,1.0,True,,False
,4830,130.4,44.33,0.0,0.0,,1.0,True,,False
,4831,19.22,6.4,0.0,0.0,,1.0,True,,False
,4832,5.11,2.5,0.0,0.0,,1.0,True,,False
,4834,34.14,21.1,0.0,0.0,,1.0,True,,False
,4837,19.82,6.5,0.0,0.0,,1.0,True,,False
,4838,0.01,0.0,0.0,0.0,,1.0,True,,False
,4839,151.1,66.9,0.0,0.0,,1.0,True,,False
,4840,25.23,15.6,0.0,0.0,,1.0,True,,False
,4848,0.2,0.5,0.0,0.0,,1.0,True,,False
,4850,2.3,0.3,0.0,0.0,,1.0,True,,False
,4851,45.55,-59.9,0.0,0.0,,1.0,True,,False
,4854,127.9,-34.0,0.0,0.0,,1.0,True,,False
,4855,45.95,7.5,0.0,0.0,,1.0,True,,False
,4856,78.69,19.6,0.0,0.0,,1.0,True,,False
,4858,261.2,105.60000000000001,0.0,0.0,,1.0,True,,False
,4865,169.0,56.4,0.0,0.0,,1.0,True,,False
,4866,65.77,27.3,0.0,0.0,,1.0,True,,False
,4867,2.2,0.5,0.0,0.0,,1.0,True,,False
,4869,65.5,9.3,0.0,0.0,,1.0,True,,False
,4871,15.42,3.9,0.0,0.0,,1.0,True,,False
,4872,262.6,31.8,0.0,0.0,,1.0,True,,False
,4875,230.9,42.6,0.0,0.0,,1.0,True,,False
,4876,0.9,0.3,0.0,0.0,,1.0,True,,False
,4877,5.11,1.7,0.0,0.0,,1.0,True,,False
,4880,5.11,0.0,0.0,0.0,,1.0,True,,False
,4884,166.4,50.4,0.0,0.0,,1.0,True,,False
,4886,53.56,33.2,0.0,0.0,,1.0,True,,False
,4887,186.9,26.6,0.0,0.0,,1.0,True,,False
,4888,74.98,19.8,0.0,0.0,,1.0,True,,False
,4889,185.0,43.6,0.0,0.0,,1.0,True,,False
,4890,25.1,3.6,0.0,0.0,,1.0,True,,False
,4893,21.62,7.8,0.0,0.0,,1.0,True,,False
,4895,329.7,32.4,0.0,0.0,,1.0,True,,False
,4897,55.7,7.9,0.0,0.0,,1.0,True,,False
,4901,1.9,0.0,0.0,0.0,,1.0,True,,False
,4903,96.0,33.3,0.0,0.0,,1.0,True,,False
,4904,17.12,5.6,0.0,0.0,,1.0,True,,False
,4905,175.8,70.7,0.0,0.0,,1.0,True,,False
,4906,125.16,29.2,0.0,0.0,,1.0,True,,False
,4907,50.06,9.9,0.0,0.0,,1.0,True,,False
,4908,220.6,83.4,0.0,0.0,,1.0,True,,False
,4913,14.91,-8.73,0.0,0.0,,1.0,True,,False
,4916,71.60000000000001,10.2,0.0,0.0,,1.0,True,,False
,4918,15.82,9.8,0.0,0.0,,1.0,True,,False
,4923,71.76,11.37,0.0,0.0,,1.0,True,,False
,4925,3.8,1.1,0.0,0.0,,1.0,True,,False
,4926,46.2,6.6,0.0,0.0,,1.0,True,,False
,4927,40.04,10.0,0.0,0.0,,1.0,True,,False
,4928,37.0,8.7,0.0,0.0,,1.0,True,,False
,4929,2.5,1.3,0.0,0.0,,1.0,True,,False
,4933,22.42,7.3,0.0,0.0,,1.0,True,,False
,4935,312.2,28.0,0.0,0.0,,1.0,True,,False
,4936,11.61,2.5,0.0,0.0,,1.0,True,,False
,4938,56.76,31.1,0.0,0.0,,1.0,True,,False
,4940,59.67,25.6,0.0,0.0,,1.0,True,,False
,4941,109.9,33.6,0.0,0.0,,1.0,True,,False
,4945,329.7,220.4,0.0,0.0,,1.0,True,,False
,4946,88.3,2.8,0.0,0.0,,1.0,True,,False
,4947,10.21,-3.2,0.0,0.0,,1.0,True,,False
,4949,218.70000000000002,-9.1,0.0,0.0,,1.0,True,,False
,4950,71.98,34.1,0.0,0.0,,1.0,True,,False
,4952,66.77,11.1,0.0,0.0,,1.0,True,,False
,4959,12.91,7.1,0.0,0.0,,1.0,True,,False
,4960,62.97,68.0,0.0,0.0,,1.0,True,,False
,4961,29.13,18.0,0.0,0.0,,1.0,True,,False
,4965,110.7,78.7,0.0,0.0,,1.0,True,,False
,4970,130.0,128.0,0.0,0.0,,1.0,True,,False
,4971,13.9,1.9,0.0,0.0,,1.0,True,,False
,4973,89.08,26.9,0.0,0.0,,1.0,True,,False
,4975,23.43,7.5,0.0,0.0,,1.0,True,,False
,4979,51.8,7.4,0.0,0.0,,1.0,True,,False
,4981,4.81,1.6,0.0,0.0,,1.0,True,,False
,4983,10.11,1.6,0.0,0.0,,1.0,True,,False
,4984,32.5,30.5,0.0,0.0,,1.0,True,,False
,4987,11.41,3.8,0.0,0.0,,1.0,True,,False
,4990,501.1,10.7,0.0,0.0,,1.0,True,,False
,4991,58.36,42.7,0.0,0.0,,1.0,True,,False
,4994,190.70000000000002,13.3,0.0,0.0,,1.0,True,,False
,4998,73.7,10.5,0.0,0.0,,1.0,True,,False
,5000,82.49,24.5,0.0,0.0,,1.0,True,,False
,5002,17.87,-8.59,0.0,0.0,,1.0,True,,False
,5009,11.2,1.6,0.0,0.0,,1.0,True,,False
,5011,5.11,2.5,0.0,0.0,,1.0,True,,False
,5013,70.08,35.0,0.0,0.0,,1.0,True,,False
,5014,27.13,9.8,0.0,0.0,,1.0,True,,False
,5016,0.1,-9.6,0.0,0.0,,1.0,True,,False
,5017,9.51,2.8,0.0,0.0,,1.0,True,,False
,5021,38.64,23.9,0.0,0.0,,1.0,True,,False
,5023,9.51,3.1,0.0,0.0,,1.0,True,,False
,5027,38.1,5.5,0.0,0.0,,1.0,True,,False
,5029,30.33,18.8,0.0,0.0,,1.0,True,,False
,5030,174.70000000000002,35.0,0.0,0.0,,1.0,True,,False
,5031,14.32,4.4,0.0,0.0,,1.0,True,,False
,5032,18.9,2.7,0.0,0.0,,1.0,True,,False
,5033,32.24,4.8,0.0,0.0,,1.0,True,,False
,5036,10.31,4.3,0.0,0.0,,1.0,True,,False
,5038,20.32,10.1,0.0,0.0,,1.0,True,,False
,5039,55.7,7.9,0.0,0.0,,1.0,True,,False
,5040,0.0,8.8,0.0,0.0,,1.0,True,,False
,5041,24.33,10.0,0.0,0.0,,1.0,True,,False
,5044,11.41,2.5,0.0,0.0,,1.0,True,,False
,5046,4.61,1.3,0.0,0.0,,1.0,True,,False
,5048,136.6,29.0,0.0,0.0,,1.0,True,,False
,5052,43.45,26.9,0.0,0.0,,1.0,True,,False
,5053,55.16,19.8,0.0,0.0,,1.0,True,,False
,5055,62.7,9.0,0.0,0.0,,1.0,True,,False
,5057,9.51,0.5,0.0,0.0,,1.0,True,,False
,5060,205.8,66.8,0.0,0.0,,1.0,True,,False
,5061,160.6,51.2,0.0,0.0,,1.0,True,,False
,5063,22.32,7.3,0.0,0.0,,1.0,True,,False
,5065,35.64,22.0,0.0,0.0,,1.0,True,,False
,5067,3.8,1.3,0.0,0.0,,1.0,True,,False
,5069,50.06,25.0,0.0,0.0,,1.0,True,,False
,5072,49.8,7.1,0.0,0.0,,1.0,True,,False
,5073,5.11,2.5,0.0,0.0,,1.0,True,,False
,5075,19.12,2.8,0.0,0.0,,1.0,True,,False
,5076,30.93,5.8,0.0,0.0,,1.0,True,,False
,5077,92.4,6.3,0.0,0.0,,1.0,True,,False
,5080,3.7,1.3,0.0,0.0,,1.0,True,,False
,5081,43.15,11.1,0.0,0.0,,1.0,True,,False
,5082,80.39,10.8,0.0,0.0,,1.0,True,,False
,5084,6.61,3.3,0.0,0.0,,1.0,True,,False
,5085,7.41,2.7,0.0,0.0,,1.0,True,,False
,5087,87.38,-90.15,0.0,0.0,,1.0,True,,False
,5088,155.25,23.3,0.0,0.0,,1.0,True,,False
,5092,70.78,28.0,0.0,0.0,,1.0,True,,False
,5099,117.7,115.0,0.0,0.0,,1.0,True,,False
,5101,99.4,-347.1,0.0,0.0,,1.0,True,,False
,5102,10.81,1.9,0.0,0.0,,1.0,True,,False
,5104,37.0,5.3,0.0,0.0,,1.0,True,,False
,5105,39.94,13.0,0.0,0.0,,1.0,True,,False
,5106,122.9,19.3,0.0,0.0,,1.0,True,,False
,5108,213.1,-12.3,0.0,0.0,,1.0,True,,False
,5110,139.9,1.1,0.0,0.0,,1.0,True,,False
,5111,41.35,25.6,0.0,0.0,,1.0,True,,False
,5114,2.47,-0.62,0.0,0.0,,1.0,True,,False
,5115,124.9,77.0,0.0,0.0,,1.0,True,,False
,5116,46.25,13.1,0.0,0.0,,1.0,True,,False
,5117,111.4,15.9,0.0,0.0,,1.0,True,,False
,5118,1.4,0.5,0.0,0.0,,1.0,True,,False
,5120,23.4,8.38,0.0,0.0,,1.0,True,,False
,5121,163.1,23.2,0.0,0.0,,1.0,True,,False
,5125,17.82,7.3,0.0,0.0,,1.0,True,,False
,5126,66.47,22.1,0.0,0.0,,1.0,True,,False
,5127,20.9,3.0,0.0,0.0,,1.0,True,,False
,5128,102.3,14.6,0.0,0.0,,1.0,True,,False
,5129,572.3000000000001,159.70000000000002,0.0,0.0,,1.0,True,,False
,5131,12.31,3.0,0.0,0.0,,1.0,True,,False
,5135,52.96,32.8,0.0,0.0,,1.0,True,,False
,5136,16.92,0.0,0.0,0.0,,1.0,True,,False
,5138,24.63,2.1,0.0,0.0,,1.0,True,,False
,5139,26.35,30.0,0.0,0.0,,1.0,True,,False
,5140,18.92,6.6,0.0,0.0,,1.0,True,,False
,5145,229.9,48.9,0.0,0.0,,1.0,True,,False
,5147,139.77,41.14,0.0,0.0,,1.0,True,,False
,5148,0.2,1.6,0.0,0.0,,1.0,True,,False
,5152,18.52,6.1,0.0,0.0,,1.0,True,,False
,5154,411.3,168.0,0.0,0.0,,1.0,True,,False
,5158,21.12,7.7,0.0,0.0,,1.0,True,,False
,5161,55.26,0.0,0.0,0.0,,1.0,True,,False
,5166,12.01,0.7,0.0,0.0,,1.0,True,,False
,5171,3.0,1.7,0.0,0.0,,1.0,True,,False
,5175,1.9,0.7,0.0,0.0,,1.0,True,,False
,5177,90.2,5.8,0.0,0.0,,1.0,True,,False
,5178,179.8,5.67,0.0,0.0,,1.0,True,,False
,5180,45.05,15.3,0.0,0.0,,1.0,True,,False
,5183,0.0,0.2,0.0,0.0,,1.0,True,,False
,5185,36.34,22.5,0.0,0.0,,1.0,True,,False
,5186,10.8,1.6,0.0,0.0,,1.0,True,,False
,5187,107.9,17.6,0.0,0.0,,1.0,True,,False
,5188,24.33,5.8,0.0,0.0,,1.0,True,,False
,5190,67.98,9.2,0.0,0.0,,1.0,True,,False
,5193,102.7,39.0,0.0,0.0,,1.0,True,,False
,5194,33.24,11.1,0.0,0.0,,1.0,True,,False
,5195,7.01,2.3,0.0,0.0,,1.0,True,,False
,5196,35.14,12.6,0.0,0.0,,1.0,True,,False
,5197,7.41,2.7,0.0,0.0,,1.0,True,,False
,5198,76.08,17.1,0.0,0.0,,1.0,True,,False
,5199,214.8,30.6,0.0,0.0,,1.0,True,,False
,5200,35.94,26.0,0.0,0.0,,1.0,True,,False
,5201,85.09,13.4,0.0,0.0,,1.0,True,,False
,5202,221.9,86.3,0.0,0.0,,1.0,True,,False
,5203,18.8,2.7,0.0,0.0,,1.0,True,,False
,5206,11.71,3.9,0.0,0.0,,1.0,True,,False
,5207,41.65,13.6,0.0,0.0,,1.0,True,,False
,5208,158.79,39.45,0.0,0.0,,1.0,True,,False
,5209,347.61,74.37,0.0,0.0,,1.0,True,,False
,5212,246.8,36.3,0.0,0.0,,1.0,True,,False
,5216,12.11,0.0,0.0,0.0,,1.0,True,,False
,5217,68.68,21.0,0.0,0.0,,1.0,True,,False
,5218,23.03,8.3,0.0,0.0,,1.0,True,,False
,5219,58.5,8.3,0.0,0.0,,1.0,True,,False
,5221,13.9,1.9,0.0,0.0,,1.0,True,,False
,5222,4.61,1.7,0.0,0.0,,1.0,True,,False
,5223,27.73,17.2,0.0,0.0,,1.0,True,,False
,5226,1.9,1.4,0.0,0.0,,1.0,True,,False
,5227,44.95,18.7,0.0,0.0,,1.0,True,,False
,5229,102.3,14.5,0.0,0.0,,1.0,True,,False
,5231,53.46,15.4,0.0,0.0,,1.0,True,,False
,5233,264.3,111.60000000000001,0.0,0.0,,1.0,True,,False
,5234,14.22,4.7,0.0,0.0,,1.0,True,,False
,5237,30.03,10.0,0.0,0.0,,1.0,True,,False
,5239,27.6,4.0,0.0,0.0,,1.0,True,,False
,5243,20.9,3.0,0.0,0.0,,1.0,True,,False
,5247,4.0,0.1,0.0,0.0,,1.0,True,,False
,5249,101.2,48.9,0.0,0.0,,1.0,True,,False
,5252,69.18,38.1,0.0,0.0,,1.0,True,,False
,5254,43.95,8.5,0.0,0.0,,1.0,True,,False
,5255,91.0,36.0,0.0,0.0,,1.0,True,,False
,5260,77.0,-239.9,0.0,0.0,,1.0,True,,False
,5264,18.12,11.2,0.0,0.0,,1.0,True,,False
,5265,2.2,0.5,0.0,0.0,,1.0,True,,False
,5266,72.18,44.7,0.0,0.0,,1.0,True,,False
,5267,66.97,41.5,0.0,0.0,,1.0,True,,False
,5268,40.44,13.3,0.0,0.0,,1.0,True,,False
,5270,69.18,19.7,0.0,0.0,,1.0,True,,False
,5273,2.2,0.5,0.0,0.0,,1.0,True,,False
,5274,66.47,14.14,0.0,0.0,,1.0,True,,False
,5275,143.20000000000002,5.9,0.0,0.0,,1.0,True,,False
,5276,78.5,11.2,0.0,0.0,,1.0,True,,False
,5278,158.8,105.3,0.0,0.0,,1.0,True,,False
,5280,19.82,12.3,0.0,0.0,,1.0,True,,False
,5281,63.5,9.1,0.0,0.0,,1.0,True,,False
,5282,13.92,6.9,0.0,0.0,,1.0,True,,False
,5285,17.22,5.1,0.0,0.0,,1.0,True,,False
,5286,7.0,1.0,0.0,0.0,,1.0,True,,False
,5290,25.0,3.6,0.0,0.0,,1.0,True,,False
,5293,31.2,4.4,0.0,0.0,,1.0,True,,False
,5295,16.02,4.7,0.0,0.0,,1.0,True,,False
,5296,55.26,11.0,0.0,0.0,,1.0,True,,False
,5301,267.1,57.4,0.0,0.0,,1.0,True,,False
,5302,40.05,20.0,0.0,0.0,,1.0,True,,False
,5309,97.06,-0.33,0.0,0.0,,1.0,True,,False
,5311,59.87,19.9,0.0,0.0,,1.0,True,,False
,5312,15.22,2.5,0.0,0.0,,1.0,True,,False
,5316,293.2,87.4,0.0,0.0,,1.0,True,,False
,5317,46.95,54.6,0.0,0.0,,1.0,True,,False
,5318,21.12,7.7,0.0,0.0,,1.0,True,,False
,5319,18.12,5.9,0.0,0.0,,1.0,True,,False
,5320,185.20000000000002,26.4,0.0,0.0,,1.0,True,,False
,5321,41.2,56.52,0.0,0.0,,1.0,True,,False
,5324,46.55,-18.9,0.0,0.0,,1.0,True,,False
,5325,42.45,-10.2,0.0,0.0,,1.0,True,,False
,5327,288.7,117.3,0.0,0.0,,1.0,True,,False
,5331,366.6,57.4,0.0,0.0,,1.0,True,,False
,5332,83.59,-7.2,0.0,0.0,,1.0,True,,False
,5333,17.52,6.6,0.0,0.0,,1.0,True,,False
,5334,1.6,0.8,0.0,0.0,,1.0,True,,False
,5337,19.4,2.8,0.0,0.0,,1.0,True,,False
,5340,64.27,17.5,0.0,0.0,,1.0,True,,False
,5341,32.14,13.1,0.0,0.0,,1.0,True,,False
,5343,21.72,7.2,0.0,0.0,,1.0,True,,False
,5346,8.71,2.5,0.0,0.0,,1.0,True,,False
,5348,5.5,0.8,0.0,0.0,,1.0,True,,False
,5353,70.18,19.5,0.0,0.0,,1.0,True,,False
,5354,229.0,77.10000000000001,0.0,0.0,,1.0,True,,False
,5355,7.0,1.0,0.0,0.0,,1.0,True,,False
,5359,173.6,105.60000000000001,0.0,0.0,,1.0,True,,False
,5361,152.73,-17.2,0.0,0.0,,1.0,True,,False
,5362,79.79,49.4,0.0,0.0,,1.0,True,,False
,5363,110.60000000000001,38.1,0.0,0.0,,1.0,True,,False
,5365,66.07000000000001,12.5,0.0,0.0,,1.0,True,,False
,5366,40.5,5.7,0.0,0.0,,1.0,True,,False
,5369,13.92,4.1,0.0,0.0,,1.0,True,,False
,5371,21.02,8.0,0.0,0.0,,1.0,True,,False
,5373,13.2,3.25,0.0,0.0,,1.0,True,,False
,5374,48.8,6.9,0.0,0.0,,1.0,True,,False
,5375,408.3,84.5,0.0,0.0,,1.0,True,,False
,5377,13.21,4.4,0.0,0.0,,1.0,True,,False
,5379,127.3,90.5,0.0,0.0,,1.0,True,,False
,5381,0.8,0.5,0.0,0.0,,1.0,True,,False
,5383,48.05,28.8,0.0,0.0,,1.0,True,,False
,5385,243.45000000000002,104.28,0.0,0.0,,1.0,True,,False
,5386,37.94,51.4,0.0,0.0,,1.0,True,,False
,5387,159.5,42.0,0.0,0.0,,1.0,True,,False
,5390,57.06,11.9,0.0,0.0,,1.0,True,,False
,5398,20.9,3.0,0.0,0.0,,1.0,True,,False
,5399,241.62,52.78,0.0,0.0,,1.0,True,,False
,5401,54.76,33.9,0.0,0.0,,1.0,True,,False
,5403,5.21,1.7,0.0,0.0,,1.0,True,,False
,5406,6.61,2.4,0.0,0.0,,1.0,True,,False
,5407,11.91,4.3,0.0,0.0,,1.0,True,,False
,5409,69.78,26.0,0.0,0.0,,1.0,True,,False
,5416,32.74,5.3,0.0,0.0,,1.0,True,,False
,5418,349.3,144.3,0.0,0.0,,1.0,True,,False
,5419,56.96,1.94,0.0,0.0,,1.0,True,,False
,5421,104.5,14.9,0.0,0.0,,1.0,True,,False
,5422,28.63,7.3,0.0,0.0,,1.0,True,,False
,5425,152.8,38.0,0.0,0.0,,1.0,True,,False
,5426,233.8,33.4,0.0,0.0,,1.0,True,,False
,5427,53.36,44.2,0.0,0.0,,1.0,True,,False
,5429,26.4,3.8,0.0,0.0,,1.0,True,,False
,5430,58.5,8.3,0.0,0.0,,1.0,True,,False
,5432,121.60000000000001,49.3,0.0,0.0,,1.0,True,,False
,5433,69.5,9.8,0.0,0.0,,1.0,True,,False
,5434,103.3,24.1,0.0,0.0,,1.0,True,,False
,5437,104.7,-12.8,0.0,0.0,,1.0,True,,False
,5439,116.4,-8.8,0.0,0.0,,1.0,True,,False
,5440,138.01,34.55,0.0,0.0,,1.0,True,,False
,5442,2.8,1.0,0.0,0.0,,1.0,True,,False
,5444,45.45,7.1,0.0,0.0,,1.0,True,,False
,5446,3.33,2.95,0.0,0.0,,1.0,True,,False
,5448,27.9,4.0,0.0,0.0,,1.0,True,,False
,5451,82.09,39.8,0.0,0.0,,1.0,True,,False
,5452,45.58,-1.95,0.0,0.0,,1.0,True,,False
,5458,211.3,69.3,0.0,0.0,,1.0,True,,False
,5461,114.42,23.58,0.0,0.0,,1.0,True,,False
,5462,88.4,-5.9,0.0,0.0,,1.0,True,,False
,5463,25.23,3.3,0.0,0.0,,1.0,True,,False
,5465,67.5,9.6,0.0,0.0,,1.0,True,,False
,5466,1.0,0.3,0.0,0.0,,1.0,True,,False
,5467,110.0,6.83,0.0,0.0,,1.0,True,,False
,5468,106.60000000000001,-18.8,0.0,0.0,,1.0,True,,False
,5469,3.3,1.1,0.0,0.0,,1.0,True,,False
,5471,1.3,0.0,0.0,0.0,,1.0,True,,False
,5473,8.91,2.5,0.0,0.0,,1.0,True,,False
,5474,1.0,1.0,0.0,0.0,,1.0,True,,False
,5482,144.0,56.6,0.0,0.0,,1.0,True,,False
,5488,11.81,2.4,0.0,0.0,,1.0,True,,False
,5494,195.74,-32.87,0.0,0.0,,1.0,True,,False
,5495,1.63,8.8,0.0,0.0,,1.0,True,,False
,5497,574.3000000000001,94.60000000000001,0.0,0.0,,1.0,True,,False
,5498,20.12,7.9,0.0,0.0,,1.0,True,,False
,5499,111.5,24.8,0.0,0.0,,1.0,True,,False
,5502,342.7,82.2,0.0,0.0,,1.0,True,,False
,5504,92.59,8.37,0.0,0.0,,1.0,True,,False
,5505,29.53,25.1,0.0,0.0,,1.0,True,,False
,5506,17.62,7.7,0.0,0.0,,1.0,True,,False
,5509,499.0,191.1,0.0,0.0,,1.0,True,,False
,5510,67.68,6.2,0.0,0.0,,1.0,True,,False
,5514,22.12,8.0,0.0,0.0,,1.0,True,,False
,5515,18.22,6.0,0.0,0.0,,1.0,True,,False
,5516,34.24,-19.6,0.0,0.0,,1.0,True,,False
,5517,4.4,2.2,0.0,0.0,,1.0,True,,False
,5519,55.7,7.9,0.0,0.0,,1.0,True,,False
,5520,30.43,10.1,0.0,0.0,,1.0,True,,False
,5522,150.20000000000002,25.5,0.0,0.0,,1.0,True,,False
,5523,14.52,5.3,0.0,0.0,,1.0,True,,False
,5524,236.33,59.35,0.0,0.0,,1.0,True,,False
