name,std_type,hv_bus,lv_bus,sn_mva,vn_hv_kv,vn_lv_kv,vk_percent,vkr_percent,pfe_kw,i0_percent,shift_degree,tap_side,tap_neutral,tap_min,tap_max,tap_step_percent,tap_step_degree,tap_pos,tap_phase_shifter,parallel,df,in_service,max_loading_percent
,,476,6768,691.0,380.0,220.0,11.52268289447523,0.147874,0.0,0.0,0.0,hv,0.0,,,0.2482,,-1.0,False,1,1.0,True,100.0
,,2187,5169,691.0,380.0,220.0,12.7132692821943,0.154784,0.0,0.0,0.0,hv,0.0,,,1.63880000000001,,1.0,False,1,1.0,True,100.0
,,3060,698,99.999,380.0,220.0,2.73037172362455,0.052199478,0.0,0.0,0.0,hv,0.0,,,0.68649999999999,,1.0,False,1,1.0,True,100.0
,,3060,698,99.999,380.0,220.0,3.74671947677589,0.064599354,0.0,0.0,0.0,hv,0.0,,,0.2462,,-1.0,False,1,1.0,True,100.0
,,5822,7109,99.999,380.0,220.0,3.39455374779074,0.024399756,0.0,0.0,0.0,hv,0.0,,,5.2632,,1.0,False,1,1.0,True,100.0
,,5822,7109,691.0,380.0,220.0,16.07461256540449,0.135436,0.0,0.0,0.0,hv,0.0,,,3.59860000000001,,1.0,False,1,1.0,True,100.0
,,5279,7109,457.0,220.0,220.0,0.87556906575324,0.41587,0.0,0.0,-0.010479,hv,0.0,,,0.0055,,-1.0,False,1,1.0,True,100.0
,,1946,4316,691.0,380.0,220.0,11.71655789631691,0.123689,0.0,0.0,0.0,hv,0.0,,,5.63560000000001,,1.0,False,1,1.0,True,100.0
,,7302,428,691.0,380.0,220.0,13.01230860856812,0.142346,0.0,0.0,0.0,hv,0.0,,,1.63880000000001,,1.0,False,1,1.0,True,100.0
,,6038,7972,691.0,380.0,220.0,12.76654927030656,0.161003,0.0,0.0,0.0,hv,0.0,,,0.68649999999999,,1.0,False,1,1.0,True,100.0
,,6038,7972,99.999,380.0,220.0,3.18294660243918,0.042099579,0.0,0.0,0.0,hv,0.0,,,1.46040000000001,,1.0,False,1,1.0,True,100.0
,,1059,8980,691.0,380.0,220.0,11.72931924673764,0.151329,0.0,0.0,0.0,hv,0.0,,,2.6095,,1.0,False,1,1.0,True,100.0
,,8033,1751,691.0,380.0,220.0,13.82354757054733,0.147183,0.0,0.0,0.0,hv,0.0,,,0.2482,,-1.0,False,1,1.0,True,100.0
,,738,1392,99.999,380.0,220.0,3.30573454607351,0.055599444,0.0,0.0,0.0,hv,0.0,,,0.1815,,-1.0,False,1,1.0,True,100.0
,,2234,8511,99.999,380.0,220.0,2.83792632234658,0.050799492,0.0,0.0,0.0,hv,0.0,,,0.1815,,-1.0,False,1,1.0,True,100.0
,,3427,1438,691.0,380.0,220.0,15.20457611240938,0.123689,0.0,0.0,0.0,hv,0.0,,,0.68649999999999,,1.0,False,1,1.0,True,100.0
,,2729,6126,691.0,380.0,220.0,13.95203746811415,0.144419,0.0,0.0,0.0,hv,0.0,,,2.9509,,-1.0,False,1,1.0,True,100.0
,,2729,6126,691.0,380.0,220.0,14.03567999064089,0.147874,0.0,0.0,0.0,hv,0.0,,,2.9509,,-1.0,False,1,1.0,True,100.0
,,7394,5434,99.999,380.0,220.0,3.05109138244575,0.061599384,0.0,0.0,0.0,hv,0.0,,,0.8004,,-1.0,False,1,1.0,True,100.0
,,7394,5434,99.999,380.0,220.0,2.93753770781849,0.062599374,0.0,0.0,0.0,hv,0.0,,,0.8004,,-1.0,False,1,1.0,True,100.0
,,2436,3791,691.0,380.0,220.0,13.41243419074394,0.147874,0.0,0.0,0.0,hv,0.0,,,1.1657,,-1.0,False,1,1.0,True,100.0
,,2436,3791,691.0,380.0,220.0,15.20257892134042,0.132672,0.0,0.0,0.0,hv,0.0,,,2.0664,,-1.0,False,1,1.0,True,100.0
,,5238,8437,99.999,380.0,220.0,3.46637206480917,0.053099469,0.0,0.0,0.0,hv,0.0,,,0.8004,,-1.0,False,1,1.0,True,100.0
,,5872,8146,99.999,380.0,220.0,3.52316493971717,0.053099469,0.0,0.0,0.0,hv,0.0,,,0.492,,-1.0,False,1,1.0,True,100.0
,,5872,8146,99.999,380.0,220.0,3.15384912634224,0.04899951,0.0,0.0,0.0,hv,0.0,,,0.4939,,-1.0,False,1,1.0,True,100.0
,,5872,8146,691.0,380.0,220.0,14.48684387266381,0.144419,0.0,0.0,0.0,hv,0.0,,,1.1657,,-1.0,False,1,1.0,True,100.0
,,7507,1239,99.999,380.0,220.0,2.66326334192462,0.039299607,0.0,0.0,0.0,hv,0.0,,,3.59860000000001,,1.0,False,1,1.0,True,100.0
,,7507,1239,99.999,380.0,220.0,2.60908361912974,0.040199598,0.0,0.0,0.0,hv,0.0,,,3.59860000000001,,1.0,False,1,1.0,True,100.0
,,3267,6396,691.0,380.0,220.0,12.2916017360379,0.138891,0.0,0.0,0.0,hv,0.0,,,0.68649999999999,,1.0,False,1,1.0,True,100.0
,,4289,796,691.0,380.0,220.0,12.52320333324992,0.199699,0.0,0.0,0.0,hv,0.0,,,3.32570000000001,,1.0,False,1,1.0,True,100.0
,,7928,4591,99.999,380.0,220.0,2.44722039678691,0.064299357,0.0,0.0,0.0,hv,0.0,,,6.6843,,1.0,False,1,1.0,True,100.0
,,7928,4591,99.999,380.0,220.0,2.77765302738815,0.056799432,0.0,0.0,0.0,hv,0.0,,,6.6843,,1.0,False,1,1.0,True,100.0
,,848,3839,99.999,380.0,220.0,3.18367029257563,0.050599494,0.0,0.0,0.0,hv,0.0,,,0.1815,,-1.0,False,1,1.0,True,100.0
,,848,3839,691.0,380.0,220.0,16.66608831548483,0.135436,0.0,0.0,0.0,hv,0.0,,,0.2482,,-1.0,False,1,1.0,True,100.0
,,5918,8870,691.0,380.0,220.0,15.61240564766346,0.141655,0.0,0.0,0.0,hv,0.0,,,0.2482,,-1.0,False,1,1.0,True,100.0
,,5918,8870,691.0,380.0,220.0,13.59948735015684,0.128526,0.0,0.0,0.0,hv,0.0,,,0.2482,,-1.0,False,1,1.0,True,100.0
,,5918,8870,691.0,380.0,220.0,13.7999970533303,0.141655,0.0,0.0,0.0,hv,0.0,,,0.2482,,-1.0,False,1,1.0,True,100.0
,,1167,2685,691.0,380.0,220.0,12.98266706731379,0.148565,0.0,0.0,0.0,hv,0.0,,,1.63880000000001,,1.0,False,1,1.0,True,100.0
,,1167,2685,691.0,380.0,220.0,12.70697651162105,0.148565,0.0,0.0,0.0,hv,0.0,,,1.63880000000001,,1.0,False,1,1.0,True,100.0
,,3274,6242,691.0,380.0,220.0,13.01521442025032,0.154784,0.0,0.0,0.0,hv,0.0,,,0.2482,,-1.0,False,1,1.0,True,100.0
,,3797,1120,99.999,380.0,220.0,4.35477172347477,0.043299567,0.0,0.0,0.0,hv,0.0,,,5.2632,,1.0,False,1,1.0,True,100.0
,,5883,8206,691.0,380.0,220.0,12.96209555477836,0.161694,0.0,0.0,0.0,hv,0.0,,,0.3104,,-1.0,False,1,1.0,True,100.0
,,5883,8206,691.0,380.0,220.0,13.27273508699311,0.136127,0.0,0.0,0.0,hv,0.0,,,0.8014,,-1.0,False,1,1.0,True,100.0
,,5883,8206,691.0,380.0,220.0,13.47173277467134,0.136127,0.0,0.0,0.0,hv,0.0,,,0.8014,,-1.0,False,1,1.0,True,100.0
,,6680,7818,691.0,380.0,220.0,14.66769337203215,0.12438,0.0,0.0,0.0,hv,0.0,,,4.60929999999999,,1.0,False,1,1.0,True,100.0
,,6680,7818,99.999,380.0,220.0,3.84981791953767,0.081199188,0.0,0.0,0.0,hv,0.0,,,4.60929999999999,,1.0,False,1,1.0,True,100.0
,,2260,4203,691.0,380.0,220.0,14.06256347759984,0.141655,0.0,0.0,0.0,hv,0.0,,,5.63560000000001,,1.0,False,1,1.0,True,100.0
,,730,3727,99.999,380.0,220.0,3.15262622522492,0.059299407,0.0,0.0,0.0,hv,0.0,,,0.1309,,1.0,False,1,1.0,True,100.0
,,730,3727,99.999,380.0,220.0,3.11287052860128,0.061199388,0.0,0.0,0.0,hv,0.0,,,0.1309,,1.0,False,1,1.0,True,100.0
,,730,3727,99.999,380.0,220.0,2.49973972128137,0.042699573,0.0,0.0,0.0,hv,0.0,,,0.68649999999999,,1.0,False,1,1.0,True,100.0
,,2763,414,99.999,380.0,220.0,2.72149026226314,0.066699333,0.0,0.0,0.0,hv,0.0,,,2.6095,,1.0,False,1,1.0,True,100.0
,,2763,414,99.999,380.0,220.0,3.08419440406143,0.062099379,0.0,0.0,0.0,hv,0.0,,,2.6095,,1.0,False,1,1.0,True,100.0
,,298,946,691.0,380.0,220.0,14.36719358431371,0.132672,0.0,0.0,0.0,hv,0.0,,,6.6843,,1.0,False,1,1.0,True,100.0
,,298,946,691.0,380.0,220.0,14.64289105005169,0.132672,0.0,0.0,0.0,hv,0.0,,,6.6843,,1.0,False,1,1.0,True,100.0
,,8805,31,99.999,380.0,220.0,3.0994282566318,0.068599314,0.0,0.0,0.0,hv,0.0,,,2.6958,,1.0,False,1,1.0,True,100.0
,,3007,5669,691.0,380.0,220.0,14.34855022588317,0.134054,0.0,0.0,0.0,hv,0.0,,,1.1657,,-1.0,False,1,1.0,True,100.0
,,178,1849,99.999,380.0,220.0,3.80933673422547,0.071699283,0.0,0.0,0.0,hv,0.0,,,3.59860000000001,,1.0,False,1,1.0,True,100.0
,,7917,6659,691.0,380.0,220.0,13.01230860856812,0.142346,0.0,0.0,0.0,hv,0.0,,,1.63880000000001,,1.0,False,1,1.0,True,100.0
,,7917,76,691.0,380.0,220.0,12.74214411798568,0.142346,0.0,0.0,0.0,hv,0.0,,,1.63880000000001,,1.0,False,1,1.0,True,100.0
,,7028,32,691.0,380.0,220.0,11.76110260829664,0.151329,0.0,0.0,0.0,hv,0.0,,,3.59860000000001,,1.0,False,1,1.0,True,100.0
,,7028,32,691.0,380.0,220.0,11.49997270559443,0.154784,0.0,0.0,0.0,hv,0.0,,,3.59860000000001,,1.0,False,1,1.0,True,100.0
,,6606,9038,99.999,380.0,220.0,4.70893815221407,0.067599324,0.0,0.0,0.0,hv,0.0,,,2.6095,,1.0,False,1,1.0,True,100.0
,,6606,9038,99.999,380.0,220.0,4.80181524993297,0.066699333,0.0,0.0,0.0,hv,0.0,,,1.63880000000001,,1.0,False,1,1.0,True,100.0
,,7342,8337,691.0,380.0,220.0,13.27825573030287,0.135436,0.0,0.0,0.0,hv,0.0,,,0.2482,,-1.0,False,1,1.0,True,100.0
,,3965,5889,99.999,380.0,220.0,2.55289983784972,0.025299747,0.0,0.0,0.0,hv,0.0,,,1.1609,,1.0,False,1,1.0,True,100.0
,,8209,6935,691.0,380.0,220.0,12.35869593607821,0.14511,0.0,0.0,0.0,hv,0.0,,,1.63880000000001,,1.0,False,1,1.0,True,100.0
,,8209,6935,691.0,380.0,220.0,12.10580773413918,0.14511,0.0,0.0,0.0,hv,0.0,,,1.63880000000001,,1.0,False,1,1.0,True,100.0
,,1715,6543,691.0,380.0,220.0,11.99533259535245,0.151329,0.0,0.0,0.0,hv,0.0,,,0.68649999999999,,1.0,False,1,1.0,True,100.0
,,1715,6543,691.0,380.0,220.0,11.72931924673764,0.151329,0.0,0.0,0.0,hv,0.0,,,0.68649999999999,,1.0,False,1,1.0,True,100.0
,,3543,868,99.999,380.0,220.0,2.79962742867222,0.029499705,0.0,0.0,0.0,hv,0.0,,,2.16730000000001,,1.0,False,1,1.0,True,100.0
,,3543,868,99.999,380.0,220.0,2.74871208739121,0.027699723,0.0,0.0,0.0,hv,0.0,,,2.61150000000001,,1.0,False,1,1.0,True,100.0
,,3661,8241,99.999,380.0,220.0,3.2077406651582,0.048899511,0.0,0.0,0.0,hv,0.0,,,0.1815,,-1.0,False,1,1.0,True,100.0
,,6091,3108,691.0,380.0,220.0,14.71191578675259,0.12438,0.0,0.0,0.0,hv,0.0,,,2.0734,,1.0,False,1,1.0,True,100.0
,,1073,1768,99.999,380.0,220.0,2.91490063544826,0.036599634,0.0,0.0,0.0,hv,0.0,,,0.06109999999999,,1.0,False,1,1.0,True,100.0
,,1073,1768,99.999,380.0,220.0,2.80691055659045,0.036599634,0.0,0.0,0.0,hv,0.0,,,0.2235,,1.0,False,1,1.0,True,100.0
,,1073,1768,99.999,380.0,220.0,2.63340861073653,0.04199958,0.0,0.0,0.0,hv,0.0,,,0.06109999999999,,1.0,False,1,1.0,True,100.0
,,4956,1512,691.0,380.0,220.0,13.24306648688139,0.304731,0.0,0.0,0.0,hv,0.0,,,1.2394,,1.0,False,1,1.0,True,100.0
,,7427,6133,99.999,380.0,220.0,2.47688386265608,0.039099609,0.0,0.0,0.0,hv,0.0,,,1.1657,,-1.0,False,1,1.0,True,100.0
,,7427,6133,99.999,380.0,220.0,2.42280763955825,0.040099599,0.0,0.0,0.0,hv,0.0,,,0.2482,,-1.0,False,1,1.0,True,100.0
,,7427,4650,99.999,380.0,220.0,2.82396650686068,0.040799592,0.0,0.0,0.0,hv,0.0,,,0.68649999999999,,1.0,False,1,1.0,True,100.0
,,6969,4631,691.0,380.0,220.0,12.85955422243874,0.137509,0.0,0.0,0.0,hv,0.0,,,0.2482,,-1.0,False,1,1.0,True,100.0
,,2699,8952,691.0,380.0,220.0,14.92414155085059,0.135436,0.0,0.0,0.0,hv,0.0,,,0.2482,,-1.0,False,1,1.0,True,100.0
,,2699,8952,691.0,380.0,220.0,15.20461623067169,0.128526,0.0,0.0,0.0,hv,0.0,,,0.2482,,-1.0,False,1,1.0,True,100.0
,,2848,3290,691.0,380.0,220.0,13.62574417974005,0.128526,0.0,0.0,0.0,hv,0.0,,,0.68649999999999,,1.0,False,1,1.0,True,100.0
,,4445,1456,691.0,380.0,220.0,15.68841253405054,0.141655,0.0,0.0,0.0,hv,0.0,,,1.63880000000001,,1.0,False,1,1.0,True,100.0
,,813,7819,691.0,380.0,220.0,15.13924779120442,0.157548,0.0,0.0,0.0,hv,0.0,,,1.1657,,-1.0,False,1,1.0,True,100.0
,,7435,7628,99.999,380.0,220.0,2.8735516789398,0.032199678,0.0,0.0,0.0,hv,0.0,,,0.3397,,-1.0,False,1,1.0,True,100.0
,,7435,9105,99.999,380.0,220.0,2.65756488441183,0.031899681,0.0,0.0,0.0,hv,0.0,,,4.2861,,1.0,False,1,1.0,True,100.0
,,3586,1240,691.0,380.0,220.0,12.64549493224069,0.199699,0.0,0.0,0.0,hv,0.0,,,4.60929999999999,,1.0,False,1,1.0,True,100.0
,,3586,1240,691.0,380.0,220.0,14.58765812134289,0.137509,0.0,0.0,0.0,hv,0.0,,,4.60929999999999,,1.0,False,1,1.0,True,100.0
,,7687,8300,691.0,380.0,220.0,14.64291635413506,0.135436,0.0,0.0,0.0,hv,0.0,,,1.63880000000001,,1.0,False,1,1.0,True,100.0
,,7687,8300,691.0,380.0,220.0,14.92414155085059,0.135436,0.0,0.0,0.0,hv,0.0,,,1.63880000000001,,1.0,False,1,1.0,True,100.0
,,4506,1502,99.999,380.0,220.0,8.20975084150561,0.109698903,0.0,0.0,0.0,hv,0.0,,,0.68649999999999,,1.0,False,1,1.0,True,100.0
,,4506,1502,99.999,380.0,220.0,4.88351993315339,0.040599594,0.0,0.0,0.0,hv,0.0,,,3.32570000000001,,1.0,False,1,1.0,True,100.0
,,4506,1502,691.0,380.0,220.0,12.29851863291787,0.049752,0.0,0.0,0.0,hv,0.0,,,1.1657,,-1.0,False,1,1.0,True,100.0
,,4506,1502,99.999,380.0,220.0,4.68414505850523,0.042399576,0.0,0.0,0.0,hv,0.0,,,3.32570000000001,,1.0,False,1,1.0,True,100.0
,,8259,4080,691.0,380.0,220.0,12.95717454343948,0.154784,0.0,0.0,0.0,hv,0.0,,,0.68649999999999,,1.0,False,1,1.0,True,100.0
,,8259,4080,691.0,380.0,220.0,12.66973951985959,0.154784,0.0,0.0,0.0,hv,0.0,,,0.68649999999999,,1.0,False,1,1.0,True,100.0
,,1279,4278,691.0,380.0,220.0,12.78134632642,0.261889,0.0,0.0,0.0,hv,0.0,,,4.60929999999999,,1.0,False,1,1.0,True,100.0
,,1279,4278,691.0,380.0,220.0,13.62142292170425,0.174823,0.0,0.0,0.0,hv,0.0,,,4.60929999999999,,1.0,False,1,1.0,True,100.0
,,384,9027,1053.0,380.0,220.0,17.35782604053126,0.206388,0.0,0.0,0.0,hv,0.0,,,0.2482,,-1.0,False,1,1.0,True,100.0
,,384,9027,691.0,380.0,220.0,15.49344410344572,0.128526,0.0,0.0,0.0,hv,0.0,,,0.2482,,-1.0,False,1,1.0,True,100.0
,,6767,4095,99.999,380.0,220.0,3.07971275682348,0.04599954,0.0,0.0,0.0,hv,0.0,,,0.25059999999999,,1.0,False,1,1.0,True,100.0
,,9202,2425,99.999,380.0,220.0,4.91024277129811,0.069499305,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,9202,2425,691.0,380.0,220.0,17.20281206294465,0.245305,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,117,2425,691.0,380.0,220.0,16.84294050553314,0.252215,0.0,0.0,0.0,hv,0.0,,,2.0773,,-1.0,False,1,1.0,True,100.0
,,3144,7769,691.0,380.0,220.0,16.34599935161583,0.284001,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,7266,4917,691.0,380.0,220.0,17.74204803287729,0.266726,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,7266,4917,691.0,380.0,220.0,20.27256963521379,0.237704,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,838,4505,99.999,380.0,220.0,5.21075706611527,0.065299347,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,838,4505,99.999,380.0,220.0,4.35373212251805,0.076699233,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,3444,6113,691.0,380.0,220.0,19.56624702736641,0.223193,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,3444,6113,691.0,380.0,220.0,17.96669537173517,0.223193,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,3444,7263,691.0,380.0,220.0,17.60710453410864,0.252215,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,890,6305,99.999,380.0,220.0,3.93000176934926,0.08599914,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,719,1710,691.0,380.0,220.0,18.37256369265054,0.245305,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,719,1710,691.0,380.0,220.0,18.18412936760279,0.259125,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,6205,3239,691.0,380.0,220.0,16.12209144827485,0.237704,0.0,0.0,0.0,hv,0.0,,,2.0773,,-1.0,False,1,1.0,True,100.0
,,6205,3239,691.0,380.0,220.0,18.22631969001831,0.208682,0.0,0.0,0.0,hv,0.0,,,2.0773,,-1.0,False,1,1.0,True,100.0
,,9173,2923,99.999,380.0,220.0,4.32367488961655,0.078799212,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,9173,2923,99.999,380.0,220.0,4.4076233211681,0.076699233,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,1354,5855,99.999,380.0,220.0,4.35683161077768,0.076699233,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,1354,5855,99.999,380.0,220.0,4.12881073716436,0.078799212,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,1354,5855,99.999,380.0,220.0,4.0533410667738,0.089199108,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,3204,4682,99.999,380.0,220.0,4.35724740773402,0.097499025,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,3204,4682,99.999,380.0,220.0,4.26552911134944,0.075699243,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,5349,2360,691.0,380.0,220.0,21.25730707970708,0.180351,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,5349,2360,691.0,380.0,220.0,20.79159021758714,0.180351,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,5015,6111,691.0,380.0,220.0,18.27623988900282,0.223193,0.0,0.0,0.0,hv,0.0,,,2.0773,,-1.0,False,1,1.0,True,100.0
,,5015,8859,691.0,380.0,220.0,18.57887568695894,0.223193,0.0,0.0,0.0,hv,0.0,,,2.0773,,-1.0,False,1,1.0,True,100.0
,,7470,548,691.0,380.0,220.0,18.98999166028382,0.223193,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,7470,548,691.0,380.0,220.0,19.45822416521271,0.201772,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,548,5001,667.0,220.0,220.0,7.240952,0.0,0.0,0.0,0.120551,hv,,,,,,,False,1,1.0,True,100.0
,,5489,3816,99.999,380.0,220.0,4.45316371815687,0.073599264,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,2853,9111,99.999,380.0,220.0,3.9496968786492,0.08599914,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,2917,6531,691.0,380.0,220.0,16.84294050553314,0.252215,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,2917,6531,691.0,380.0,220.0,16.57635147189818,0.259125,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,4493,7283,691.0,380.0,220.0,17.74204803287729,0.266726,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,2655,1774,99.999,380.0,220.0,4.23253089277213,0.080899191,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,3518,5640,99.999,380.0,220.0,4.20434907609655,0.070499295,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,3542,366,691.0,380.0,220.0,19.3645773918059,0.230794,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,3542,1832,691.0,380.0,220.0,15.48239460592766,0.243923,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,2371,366,691.0,380.0,220.0,18.21189832480637,0.216283,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,2371,366,691.0,380.0,220.0,17.60671271941622,0.223193,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,1875,7751,691.0,380.0,220.0,17.0154624294146,0.237704,0.0,0.0,0.0,hv,0.0,,,2.0773,,-1.0,False,1,1.0,True,100.0
,,112,7751,691.0,380.0,220.0,16.61206926814324,0.245305,0.0,0.0,0.0,hv,0.0,,,2.0773,,-1.0,False,1,1.0,True,100.0
,,3498,7288,99.999,380.0,220.0,3.82537635998394,0.088099119,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,3498,7288,99.999,380.0,220.0,4.0965585140618,0.075699243,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,3081,2082,691.0,380.0,220.0,19.87812012910731,0.244614,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,6223,2082,691.0,380.0,220.0,18.73737077041686,0.244614,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,2173,2082,99.999,380.0,220.0,4.74846114921138,0.069499305,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,4622,1608,691.0,380.0,220.0,19.56624702736641,0.223193,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,4622,1608,691.0,380.0,220.0,18.21198169810867,0.223193,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,4622,1608,691.0,380.0,220.0,17.75733871815664,0.223193,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,5588,1000,691.0,380.0,220.0,18.86934957233688,0.245305,0.0,0.0,0.0,hv,0.0,,,2.0773,,-1.0,False,1,1.0,True,100.0
,,5588,1000,691.0,380.0,220.0,18.42783877988575,0.245305,0.0,0.0,0.0,hv,0.0,,,2.0773,,-1.0,False,1,1.0,True,100.0
,,5588,1000,99.999,380.0,220.0,3.74669959973185,0.092299077,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,5588,1000,99.999,380.0,220.0,3.52254626082245,0.078799212,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,1197,7472,691.0,380.0,220.0,18.47799700683085,0.223193,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,1197,7472,691.0,380.0,220.0,18.99690118317588,0.223193,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,2478,5481,691.0,380.0,220.0,18.88212273441588,0.216283,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,2478,5481,691.0,380.0,220.0,19.40033964357442,0.216283,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,7830,5524,99.999,380.0,220.0,2.49909776886243,0.060099399,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,7830,5524,99.999,380.0,220.0,2.2807981711746,0.071499285,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,7830,5524,691.0,380.0,220.0,17.20270535472793,0.237704,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,4969,7954,691.0,380.0,220.0,16.69853783847298,0.252215,0.0,0.0,0.0,hv,0.0,,,2.0773,,-1.0,False,1,1.0,True,100.0
,,4969,7954,691.0,380.0,220.0,16.48206417030694,0.237704,0.0,0.0,0.0,hv,0.0,,,2.0773,,-1.0,False,1,1.0,True,100.0
,,5006,7366,99.999,380.0,220.0,4.01887281440712,0.075699243,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,756,3757,691.0,380.0,220.0,19.996712621412,0.223193,0.0,0.0,0.0,hv,0.0,,,2.0773,,-1.0,False,1,1.0,True,100.0
,,3696,6951,691.0,380.0,220.0,18.62958400978079,0.244614,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
,,3696,6951,99.999,380.0,220.0,4.56621716379774,0.077799222,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,3696,6951,99.999,380.0,220.0,4.8936446057785,0.069499305,0.0,0.0,0.0,hv,0.0,,,1.7857,,-1.0,False,1,1.0,True,100.0
,,3696,6951,691.0,380.0,220.0,17.91608137889198,0.208682,0.0,0.0,0.0,hv,0.0,,,6.38300000000001,,-1.0,False,1,1.0,True,100.0
